,model1,model2,sampleId,jacardDist
128,Erysipelotrichaceae,Propionibacteriaceae,ERR260134,0.5898683457355467
129,Erysipelotrichaceae,Selenomonadaceae,ERR260134,0.40486194477791115
130,Erysipelotrichaceae,Staphylococcaceae,ERR260134,0.5509743010449026
131,Erysipelotrichaceae,Veillonellaceae,ERR260134,0.3691724941724942
132,Erysipelotrichaceae,Actinomycetales,ERR260134,0.3299888517279822
133,Erysipelotrichaceae,Bacteroidales,ERR260134,0.21638044914134746
134,Erysipelotrichaceae,Clostridiales,ERR260134,0.23535228677379483
135,Erysipelotrichaceae,Lactobacillales,ERR260134,0.22243040685224835
136,Pasteurellaceae,Peptoniphilaceae,ERR260134,0.3538777606574217
137,Pasteurellaceae,Propionibacteriaceae,ERR260134,0.3318670576735093
138,Pasteurellaceae,Selenomonadaceae,ERR260134,0.5210116731517509
139,Pasteurellaceae,Staphylococcaceae,ERR260134,0.33548090197883107
140,Pasteurellaceae,Veillonellaceae,ERR260134,0.5027502750275028
141,Pasteurellaceae,Actinomycetales,ERR260134,0.5327653997378767
142,Pasteurellaceae,Bacteroidales,ERR260134,0.6012286324786325
143,Pasteurellaceae,Clostridiales,ERR260134,0.6272882597022211
144,Pasteurellaceae,Lactobacillales,ERR260134,0.5817427385892115
145,Peptoniphilaceae,Propionibacteriaceae,ERR260134,0.36407532592950265
146,Peptoniphilaceae,Selenomonadaceae,ERR260134,0.533022533022533
147,Peptoniphilaceae,Staphylococcaceae,ERR260134,0.3128229215594176
148,Peptoniphilaceae,Veillonellaceae,ERR260134,0.49201040505388327
149,Peptoniphilaceae,Actinomycetales,ERR260134,0.5347153668970056
150,Peptoniphilaceae,Bacteroidales,ERR260134,0.613092070250133
151,Peptoniphilaceae,Clostridiales,ERR260134,0.6137657836098044
152,Peptoniphilaceae,Lactobacillales,ERR260134,0.5716685330347144
153,Propionibacteriaceae,Selenomonadaceae,ERR260134,0.4931921331316188
154,Propionibacteriaceae,Staphylococcaceae,ERR260134,0.31485587583148555
155,Propionibacteriaceae,Veillonellaceae,ERR260134,0.46270270270270275
156,Propionibacteriaceae,Actinomycetales,ERR260134,0.45917355371900825
157,Propionibacteriaceae,Bacteroidales,ERR260134,0.5833768949294302
158,Propionibacteriaceae,Clostridiales,ERR260134,0.5840039014874421
159,Propionibacteriaceae,Lactobacillales,ERR260134,0.5479901558654635
160,Selenomonadaceae,Staphylococcaceae,ERR260134,0.5206640762981278
161,Selenomonadaceae,Veillonellaceae,ERR260134,0.17490196078431375
162,Selenomonadaceae,Actinomycetales,ERR260134,0.4620773682607371
163,Selenomonadaceae,Bacteroidales,ERR260134,0.4412238325281803
164,Selenomonadaceae,Clostridiales,ERR260134,0.45933847301666253
165,Selenomonadaceae,Lactobacillales,ERR260134,0.4048152295632699
166,Staphylococcaceae,Veillonellaceae,ERR260134,0.4924114671163575
167,Staphylococcaceae,Actinomycetales,ERR260134,0.4725274725274725
168,Staphylococcaceae,Bacteroidales,ERR260134,0.5751203445654928
169,Staphylococcaceae,Clostridiales,ERR260134,0.551566265060241
170,Staphylococcaceae,Lactobacillales,ERR260134,0.4971381847914963
171,Veillonellaceae,Actinomycetales,ERR260134,0.43067412422725937
172,Veillonellaceae,Bacteroidales,ERR260134,0.39863265842755724
173,Veillonellaceae,Clostridiales,ERR260134,0.4015301085883515
174,Veillonellaceae,Lactobacillales,ERR260134,0.3526170798898072
175,Actinomycetales,Bacteroidales,ERR260134,0.3494527869686943
176,Actinomycetales,Clostridiales,ERR260134,0.3516430798752699
177,Actinomycetales,Lactobacillales,ERR260134,0.28859060402684567
178,Bacteroidales,Clostridiales,ERR260134,0.2132989932100211
179,Bacteroidales,Lactobacillales,ERR260134,0.2506130456105934
180,Clostridiales,Lactobacillales,ERR260134,0.23076923076923073
181,Akkermansiaceae,Bifidobacteriaceae,ERR260138,0.35805084745762716
182,Akkermansiaceae,Coriobacteriaceae,ERR260138,0.3751918943813325
183,Akkermansiaceae,Desulfovibrionaceae,ERR260138,0.568086592178771
184,Akkermansiaceae,Eggerthellaceae,ERR260138,0.7032142857142858
185,Akkermansiaceae,Enterobacteriaceae,ERR260138,0.48385443362378266
186,Akkermansiaceae,Erysipelotrichaceae,ERR260138,0.3479058391929074
187,Akkermansiaceae,Methanobacteriaceae,ERR260138,0.7232277526395173
188,Akkermansiaceae,Peptoniphilaceae,ERR260138,0.7021490933512424
189,Akkermansiaceae,Selenomonadaceae,ERR260138,0.432536893886156
190,Akkermansiaceae,Staphylococcaceae,ERR260138,0.6976248477466505
191,Akkermansiaceae,Actinomycetales,ERR260138,0.41956321131959395
192,Akkermansiaceae,Bacteroidales,ERR260138,0.38261108063631377
193,Akkermansiaceae,Clostridiales,ERR260138,0.4472448727452434
194,Akkermansiaceae,Lactobacillales,ERR260138,0.38171140939597314
195,Bifidobacteriaceae,Coriobacteriaceae,ERR260138,0.29687931510632426
196,Bifidobacteriaceae,Desulfovibrionaceae,ERR260138,0.5738033820578963
197,Bifidobacteriaceae,Eggerthellaceae,ERR260138,0.6935343577848652
198,Bifidobacteriaceae,Enterobacteriaceae,ERR260138,0.4009889333647281
199,Bifidobacteriaceae,Erysipelotrichaceae,ERR260138,0.2735771240032995
200,Bifidobacteriaceae,Methanobacteriaceae,ERR260138,0.7223388305847076
201,Bifidobacteriaceae,Peptoniphilaceae,ERR260138,0.6248912097476066
202,Bifidobacteriaceae,Selenomonadaceae,ERR260138,0.42966450853443205
203,Bifidobacteriaceae,Staphylococcaceae,ERR260138,0.6003803314316762
204,Bifidobacteriaceae,Actinomycetales,ERR260138,0.32646813247982187
205,Bifidobacteriaceae,Bacteroidales,ERR260138,0.3137450199203188
206,Bifidobacteriaceae,Clostridiales,ERR260138,0.32850805510156433
207,Bifidobacteriaceae,Lactobacillales,ERR260138,0.2740932642487046
208,Coriobacteriaceae,Desulfovibrionaceae,ERR260138,0.5089285714285714
209,Coriobacteriaceae,Eggerthellaceae,ERR260138,0.6239773442416614
210,Coriobacteriaceae,Enterobacteriaceae,ERR260138,0.3363318340829585
211,Coriobacteriaceae,Erysipelotrichaceae,ERR260138,0.17355126300148593
212,Coriobacteriaceae,Methanobacteriaceae,ERR260138,0.6907706945765937
213,Coriobacteriaceae,Peptoniphilaceae,ERR260138,0.5736842105263158
214,Coriobacteriaceae,Selenomonadaceae,ERR260138,0.42237719830200127
215,Coriobacteriaceae,Staphylococcaceae,ERR260138,0.5573440643863179
216,Coriobacteriaceae,Actinomycetales,ERR260138,0.3473861720067454
217,Coriobacteriaceae,Bacteroidales,ERR260138,0.2570228406405881
218,Coriobacteriaceae,Clostridiales,ERR260138,0.2720118052139695
219,Coriobacteriaceae,Lactobacillales,ERR260138,0.2700052994170641
220,Desulfovibrionaceae,Eggerthellaceae,ERR260138,0.4883610451306414
221,Desulfovibrionaceae,Enterobacteriaceae,ERR260138,0.5252225519287834
222,Desulfovibrionaceae,Erysipelotrichaceae,ERR260138,0.5266131430270592
223,Desulfovibrionaceae,Methanobacteriaceae,ERR260138,0.5373505976095618
224,Desulfovibrionaceae,Peptoniphilaceae,ERR260138,0.4358974358974359
225,Desulfovibrionaceae,Selenomonadaceae,ERR260138,0.4309737974188502
226,Desulfovibrionaceae,Staphylococcaceae,ERR260138,0.444534741974807
227,Desulfovibrionaceae,Actinomycetales,ERR260138,0.526861451460886
228,Desulfovibrionaceae,Bacteroidales,ERR260138,0.5472
229,Desulfovibrionaceae,Clostridiales,ERR260138,0.561035758323058
230,Desulfovibrionaceae,Lactobacillales,ERR260138,0.5245992260917633
231,Eggerthellaceae,Enterobacteriaceae,ERR260138,0.6656875834445928
232,Eggerthellaceae,Erysipelotrichaceae,ERR260138,0.6687444345503117
233,Eggerthellaceae,Methanobacteriaceae,ERR260138,0.5075620084694494
234,Eggerthellaceae,Peptoniphilaceae,ERR260138,0.47199170124481327
235,Eggerthellaceae,Selenomonadaceae,ERR260138,0.6126126126126126
236,Eggerthellaceae,Staphylococcaceae,ERR260138,0.5068919519786572
237,Eggerthellaceae,Actinomycetales,ERR260138,0.6381536475145255
238,Eggerthellaceae,Bacteroidales,ERR260138,0.6858500527983105
239,Eggerthellaceae,Clostridiales,ERR260138,0.6762891685171477
240,Eggerthellaceae,Lactobacillales,ERR260138,0.6739308090438573
241,Enterobacteriaceae,Erysipelotrichaceae,ERR260138,0.31550136849962673
242,Enterobacteriaceae,Methanobacteriaceae,ERR260138,0.7307692307692308
243,Enterobacteriaceae,Peptoniphilaceae,ERR260138,0.603949826527889
244,Enterobacteriaceae,Selenomonadaceae,ERR260138,0.42938005390835576
245,Enterobacteriaceae,Staphylococcaceae,ERR260138,0.5161714435971602
246,Enterobacteriaceae,Actinomycetales,ERR260138,0.3865045894319028
247,Enterobacteriaceae,Bacteroidales,ERR260138,0.27564102564102566
248,Enterobacteriaceae,Clostridiales,ERR260138,0.26017739367750736
249,Enterobacteriaceae,Lactobacillales,ERR260138,0.29365458015267176
250,Erysipelotrichaceae,Methanobacteriaceae,ERR260138,0.7088915956151035
251,Erysipelotrichaceae,Peptoniphilaceae,ERR260138,0.5506756756756757
252,Erysipelotrichaceae,Selenomonadaceae,ERR260138,0.40486194477791115
253,Erysipelotrichaceae,Staphylococcaceae,ERR260138,0.5509743010449026
254,Erysipelotrichaceae,Actinomycetales,ERR260138,0.3299888517279822
255,Erysipelotrichaceae,Bacteroidales,ERR260138,0.21638044914134746
256,Erysipelotrichaceae,Clostridiales,ERR260138,0.23535228677379483
257,Erysipelotrichaceae,Lactobacillales,ERR260138,0.22243040685224835
258,Methanobacteriaceae,Peptoniphilaceae,ERR260138,0.5336590662323561
259,Methanobacteriaceae,Selenomonadaceae,ERR260138,0.6364764267990075
260,Methanobacteriaceae,Staphylococcaceae,ERR260138,0.5791875855773619
261,Methanobacteriaceae,Actinomycetales,ERR260138,0.6814863968148639
262,Methanobacteriaceae,Bacteroidales,ERR260138,0.7221922246220303
263,Methanobacteriaceae,Clostridiales,ERR260138,0.739226791430682
264,Methanobacteriaceae,Lactobacillales,ERR260138,0.7154765212559044
265,Peptoniphilaceae,Selenomonadaceae,ERR260138,0.533022533022533
266,Peptoniphilaceae,Staphylococcaceae,ERR260138,0.3128229215594176
267,Peptoniphilaceae,Actinomycetales,ERR260138,0.5347153668970056
268,Peptoniphilaceae,Bacteroidales,ERR260138,0.613092070250133
269,Peptoniphilaceae,Clostridiales,ERR260138,0.6137657836098044
270,Peptoniphilaceae,Lactobacillales,ERR260138,0.5716685330347144
271,Selenomonadaceae,Staphylococcaceae,ERR260138,0.5206640762981278
272,Selenomonadaceae,Actinomycetales,ERR260138,0.4620773682607371
273,Selenomonadaceae,Bacteroidales,ERR260138,0.4412238325281803
274,Selenomonadaceae,Clostridiales,ERR260138,0.45933847301666253
275,Selenomonadaceae,Lactobacillales,ERR260138,0.4048152295632699
276,Staphylococcaceae,Actinomycetales,ERR260138,0.4725274725274725
277,Staphylococcaceae,Bacteroidales,ERR260138,0.5751203445654928
278,Staphylococcaceae,Clostridiales,ERR260138,0.551566265060241
279,Staphylococcaceae,Lactobacillales,ERR260138,0.4971381847914963
280,Actinomycetales,Bacteroidales,ERR260138,0.3494527869686943
281,Actinomycetales,Clostridiales,ERR260138,0.3516430798752699
282,Actinomycetales,Lactobacillales,ERR260138,0.28859060402684567
283,Bacteroidales,Clostridiales,ERR260138,0.2132989932100211
284,Bacteroidales,Lactobacillales,ERR260138,0.2506130456105934
285,Clostridiales,Lactobacillales,ERR260138,0.23076923076923073
286,Actinomycetaceae,Akkermansiaceae,ERR260139,0.4061010486177312
287,Actinomycetaceae,Bifidobacteriaceae,ERR260139,0.3189728958630528
288,Actinomycetaceae,Coriobacteriaceae,ERR260139,0.3326577880718008
289,Actinomycetaceae,Eggerthellaceae,ERR260139,0.6330887258172115
290,Actinomycetaceae,Erysipelotrichaceae,ERR260139,0.318246920653108
291,Actinomycetaceae,Propionibacteriaceae,ERR260139,0.4631008801624915
292,Actinomycetaceae,Streptococcaceae,ERR260139,0.3448979591836735
293,Actinomycetaceae,Bacteroidales,ERR260139,0.3508681005441824
294,Actinomycetaceae,Clostridiales,ERR260139,0.3641870608189969
295,Akkermansiaceae,Bifidobacteriaceae,ERR260139,0.35785649409627607
296,Akkermansiaceae,Coriobacteriaceae,ERR260139,0.375
297,Akkermansiaceae,Eggerthellaceae,ERR260139,0.7031082529474812
298,Akkermansiaceae,Erysipelotrichaceae,ERR260139,0.34770642201834867
299,Akkermansiaceae,Propionibacteriaceae,ERR260139,0.6662299377661316
300,Akkermansiaceae,Streptococcaceae,ERR260139,0.40018427518427513
301,Akkermansiaceae,Bacteroidales,ERR260139,0.3828853538123972
302,Akkermansiaceae,Clostridiales,ERR260139,0.4474919693600198
303,Bifidobacteriaceae,Coriobacteriaceae,ERR260139,0.29687931510632426
304,Bifidobacteriaceae,Eggerthellaceae,ERR260139,0.6935343577848652
305,Bifidobacteriaceae,Erysipelotrichaceae,ERR260139,0.2735771240032995
306,Bifidobacteriaceae,Propionibacteriaceae,ERR260139,0.5830469644902634
307,Bifidobacteriaceae,Streptococcaceae,ERR260139,0.30690038953811904
308,Bifidobacteriaceae,Bacteroidales,ERR260139,0.3137450199203188
309,Bifidobacteriaceae,Clostridiales,ERR260139,0.32850805510156433
310,Coriobacteriaceae,Eggerthellaceae,ERR260139,0.6239773442416614
311,Coriobacteriaceae,Erysipelotrichaceae,ERR260139,0.17355126300148593
312,Coriobacteriaceae,Propionibacteriaceae,ERR260139,0.5673906575423981
313,Coriobacteriaceae,Streptococcaceae,ERR260139,0.2969957081545065
314,Coriobacteriaceae,Bacteroidales,ERR260139,0.2570228406405881
315,Coriobacteriaceae,Clostridiales,ERR260139,0.2720118052139695
316,Eggerthellaceae,Erysipelotrichaceae,ERR260139,0.6687444345503117
317,Eggerthellaceae,Propionibacteriaceae,ERR260139,0.4493608652900688
318,Eggerthellaceae,Streptococcaceae,ERR260139,0.6502044668134633
319,Eggerthellaceae,Bacteroidales,ERR260139,0.6858500527983105
320,Eggerthellaceae,Clostridiales,ERR260139,0.6762891685171477
321,Erysipelotrichaceae,Propionibacteriaceae,ERR260139,0.5898683457355467
322,Erysipelotrichaceae,Streptococcaceae,ERR260139,0.24739884393063583
323,Erysipelotrichaceae,Bacteroidales,ERR260139,0.21638044914134746
324,Erysipelotrichaceae,Clostridiales,ERR260139,0.23535228677379483
325,Propionibacteriaceae,Streptococcaceae,ERR260139,0.5328580285182889
326,Propionibacteriaceae,Bacteroidales,ERR260139,0.5833768949294302
327,Propionibacteriaceae,Clostridiales,ERR260139,0.5840039014874421
328,Streptococcaceae,Bacteroidales,ERR260139,0.30261454827853995
329,Streptococcaceae,Clostridiales,ERR260139,0.3157894736842105
330,Bacteroidales,Clostridiales,ERR260139,0.2132989932100211
331,Actinomycetaceae,Akkermansiaceae,ERR260140,0.4061010486177312
332,Actinomycetaceae,Bifidobacteriaceae,ERR260140,0.3189728958630528
333,Actinomycetaceae,Coriobacteriaceae,ERR260140,0.3326577880718008
334,Actinomycetaceae,Eggerthellaceae,ERR260140,0.6330887258172115
335,Actinomycetaceae,Erysipelotrichaceae,ERR260140,0.318246920653108
336,Actinomycetaceae,Selenomonadaceae,ERR260140,0.45999999999999996
337,Actinomycetaceae,Veillonellaceae,ERR260140,0.4307228915662651
338,Actinomycetaceae,Bacteroidales,ERR260140,0.3508681005441824
339,Actinomycetaceae,Clostridiales,ERR260140,0.3604110594568143
340,Actinomycetaceae,Lactobacillales,ERR260140,0.2919789064668332
341,Akkermansiaceae,Bifidobacteriaceae,ERR260140,0.35785649409627607
342,Akkermansiaceae,Coriobacteriaceae,ERR260140,0.375
343,Akkermansiaceae,Eggerthellaceae,ERR260140,0.7031082529474812
344,Akkermansiaceae,Erysipelotrichaceae,ERR260140,0.34770642201834867
345,Akkermansiaceae,Selenomonadaceae,ERR260140,0.43233743409490333
346,Akkermansiaceae,Veillonellaceae,ERR260140,0.4523498694516971
347,Akkermansiaceae,Bacteroidales,ERR260140,0.3828853538123972
348,Akkermansiaceae,Clostridiales,ERR260140,0.4409704852426213
349,Akkermansiaceae,Lactobacillales,ERR260140,0.36609195402298855
350,Bifidobacteriaceae,Coriobacteriaceae,ERR260140,0.29687931510632426
351,Bifidobacteriaceae,Eggerthellaceae,ERR260140,0.6935343577848652
352,Bifidobacteriaceae,Erysipelotrichaceae,ERR260140,0.2735771240032995
353,Bifidobacteriaceae,Selenomonadaceae,ERR260140,0.42966450853443205
354,Bifidobacteriaceae,Veillonellaceae,ERR260140,0.4035237283319125
355,Bifidobacteriaceae,Bacteroidales,ERR260140,0.3137450199203188
356,Bifidobacteriaceae,Clostridiales,ERR260140,0.3209730751062825
357,Bifidobacteriaceae,Lactobacillales,ERR260140,0.2626423087106169
358,Coriobacteriaceae,Eggerthellaceae,ERR260140,0.6239773442416614
359,Coriobacteriaceae,Erysipelotrichaceae,ERR260140,0.17355126300148593
360,Coriobacteriaceae,Selenomonadaceae,ERR260140,0.42237719830200127
361,Coriobacteriaceae,Veillonellaceae,ERR260140,0.3971361776738749
362,Coriobacteriaceae,Bacteroidales,ERR260140,0.2570228406405881
363,Coriobacteriaceae,Clostridiales,ERR260140,0.2646766169154229
364,Coriobacteriaceae,Lactobacillales,ERR260140,0.25866738894907904
365,Eggerthellaceae,Erysipelotrichaceae,ERR260140,0.6687444345503117
366,Eggerthellaceae,Selenomonadaceae,ERR260140,0.6126126126126126
367,Eggerthellaceae,Veillonellaceae,ERR260140,0.5821282906933629
368,Eggerthellaceae,Bacteroidales,ERR260140,0.6858500527983105
369,Eggerthellaceae,Clostridiales,ERR260140,0.6748940413861879
370,Eggerthellaceae,Lactobacillales,ERR260140,0.6689000558347292
371,Erysipelotrichaceae,Selenomonadaceae,ERR260140,0.40486194477791115
372,Erysipelotrichaceae,Veillonellaceae,ERR260140,0.3691724941724942
373,Erysipelotrichaceae,Bacteroidales,ERR260140,0.21638044914134746
374,Erysipelotrichaceae,Clostridiales,ERR260140,0.2257822277847309
375,Erysipelotrichaceae,Lactobacillales,ERR260140,0.2128415300546448
376,Selenomonadaceae,Veillonellaceae,ERR260140,0.17490196078431375
377,Selenomonadaceae,Bacteroidales,ERR260140,0.4412238325281803
