model1,model2,sampleId,jacardDist
Methanobacteriaceae,Streptococcaceae,ERR260143,0.686790003
Methanobacteriaceae,Synergistaceae,ERR260143,0.453224869
Micrococcaceae,Peptoniphilaceae,ERR260143,0.389520514
Micrococcaceae,Peptostreptococcaceae,ERR260143,0.511291461
Micrococcaceae,Porphyromonadaceae,ERR260143,0.601320321
Micrococcaceae,Propionibacteriaceae,ERR260143,0.288395062
Micrococcaceae,Rikenellaceae,ERR260143,0.627463446
Micrococcaceae,Ruminococcaceae,ERR260143,0.583990981
Micrococcaceae,Selenomonadaceae,ERR260143,0.53125
Micrococcaceae,Streptococcaceae,ERR260143,0.572713178
Micrococcaceae,Synergistaceae,ERR260143,0.40564636
Peptoniphilaceae,Peptostreptococcaceae,ERR260143,0.439125518
Peptoniphilaceae,Porphyromonadaceae,ERR260143,0.584292885
Peptoniphilaceae,Propionibacteriaceae,ERR260143,0.364075326
Peptoniphilaceae,Rikenellaceae,ERR260143,0.613472858
Peptoniphilaceae,Ruminococcaceae,ERR260143,0.555912409
Peptoniphilaceae,Selenomonadaceae,ERR260143,0.533022533
Peptoniphilaceae,Streptococcaceae,ERR260143,0.520758418
Peptoniphilaceae,Synergistaceae,ERR260143,0.327476038
Peptostreptococcaceae,Porphyromonadaceae,ERR260143,0.378591549
Peptostreptococcaceae,Propionibacteriaceae,ERR260143,0.475105189
Peptostreptococcaceae,Rikenellaceae,ERR260143,0.440011998
Peptostreptococcaceae,Ruminococcaceae,ERR260143,0.344450673
Peptostreptococcaceae,Selenomonadaceae,ERR260143,0.460513487
Peptostreptococcaceae,Streptococcaceae,ERR260143,0.41810842
Peptostreptococcaceae,Synergistaceae,ERR260143,0.464245601
Porphyromonadaceae,Propionibacteriaceae,ERR260143,0.551114972
Porphyromonadaceae,Rikenellaceae,ERR260143,0.208932395
Porphyromonadaceae,Ruminococcaceae,ERR260143,0.183051786
Porphyromonadaceae,Selenomonadaceae,ERR260143,0.393623361
Porphyromonadaceae,Streptococcaceae,ERR260143,0.255681818
Porphyromonadaceae,Synergistaceae,ERR260143,0.588724036
Propionibacteriaceae,Rikenellaceae,ERR260143,0.592850364
Propionibacteriaceae,Ruminococcaceae,ERR260143,0.542420814
Propionibacteriaceae,Selenomonadaceae,ERR260143,0.493192133
Propionibacteriaceae,Streptococcaceae,ERR260143,0.532858029
Propionibacteriaceae,Synergistaceae,ERR260143,0.382125604
Rikenellaceae,Ruminococcaceae,ERR260143,0.255591054
Rikenellaceae,Selenomonadaceae,ERR260143,0.390146471
Rikenellaceae,Streptococcaceae,ERR260143,0.315233786
Rikenellaceae,Synergistaceae,ERR260143,0.618546531
Ruminococcaceae,Selenomonadaceae,ERR260143,0.372871403
Ruminococcaceae,Streptococcaceae,ERR260143,0.24027972
Ruminococcaceae,Synergistaceae,ERR260143,0.574789428
Selenomonadaceae,Streptococcaceae,ERR260143,0.34325461
Selenomonadaceae,Synergistaceae,ERR260143,0.511748307
Streptococcaceae,Synergistaceae,ERR260143,0.565856777
Bacteroidaceae,Bifidobacteriaceae,ERR260150,0.328068358
Bacteroidaceae,Clostridiaceae,ERR260150,0.237458194
Bacteroidaceae,Coriobacteriaceae,ERR260150,0.272603114
Bacteroidaceae,Eggerthellaceae,ERR260150,0.704362323
Bacteroidaceae,Enterobacteriaceae,ERR260150,0.313592233
Bacteroidaceae,Erysipelotrichaceae,ERR260150,0.240087503
Bacteroidaceae,Lachnospiraceae,ERR260150,0.231626964
Bacteroidaceae,Porphyromonadaceae,ERR260150,0.174376227
Bacteroidaceae,Propionibacteriaceae,ERR260150,0.60442865
Bacteroidaceae,Rikenellaceae,ERR260150,0.264782989
Bacteroidaceae,Ruminococcaceae,ERR260150,0.248883049
Bacteroidaceae,Selenomonadaceae,ERR260150,0.452676056
Bacteroidaceae,Streptococcaceae,ERR260150,0.328334226
Bacteroidaceae,Veillonellaceae,ERR260150,0.423853712
Bifidobacteriaceae,Clostridiaceae,ERR260150,0.296692112
Bifidobacteriaceae,Coriobacteriaceae,ERR260150,0.296879315
Bifidobacteriaceae,Eggerthellaceae,ERR260150,0.693534358
Bifidobacteriaceae,Enterobacteriaceae,ERR260150,0.400988933
Bifidobacteriaceae,Erysipelotrichaceae,ERR260150,0.273577124
Bifidobacteriaceae,Lachnospiraceae,ERR260150,0.29475
Bifidobacteriaceae,Porphyromonadaceae,ERR260150,0.272628432
Bifidobacteriaceae,Propionibacteriaceae,ERR260150,0.583046964
Bifidobacteriaceae,Rikenellaceae,ERR260150,0.300117233
Bifidobacteriaceae,Ruminococcaceae,ERR260150,0.252484555
Bifidobacteriaceae,Selenomonadaceae,ERR260150,0.429664509
Bifidobacteriaceae,Streptococcaceae,ERR260150,0.30690039
Bifidobacteriaceae,Veillonellaceae,ERR260150,0.403523728
Clostridiaceae,Coriobacteriaceae,ERR260150,0.220021704
Clostridiaceae,Eggerthellaceae,ERR260150,0.674242424
Clostridiaceae,Enterobacteriaceae,ERR260150,0.270758123
Clostridiaceae,Erysipelotrichaceae,ERR260150,0.160694598
Clostridiaceae,Lachnospiraceae,ERR260150,0.1225605
Clostridiaceae,Porphyromonadaceae,ERR260150,0.227213029
Clostridiaceae,Propionibacteriaceae,ERR260150,0.565520945
Clostridiaceae,Rikenellaceae,ERR260150,0.305798687
Clostridiaceae,Ruminococcaceae,ERR260150,0.173636845
Clostridiaceae,Selenomonadaceae,ERR260150,0.411422235
Clostridiaceae,Streptococcaceae,ERR260150,0.257865017
Clostridiaceae,Veillonellaceae,ERR260150,0.363636364
Coriobacteriaceae,Eggerthellaceae,ERR260150,0.623977344
Coriobacteriaceae,Enterobacteriaceae,ERR260150,0.336331834
Coriobacteriaceae,Erysipelotrichaceae,ERR260150,0.173551263
Coriobacteriaceae,Lachnospiraceae,ERR260150,0.224110462
Coriobacteriaceae,Porphyromonadaceae,ERR260150,0.268781302
Coriobacteriaceae,Propionibacteriaceae,ERR260150,0.567390658
Coriobacteriaceae,Rikenellaceae,ERR260150,0.296663661
Coriobacteriaceae,Ruminococcaceae,ERR260150,0.245802367
Coriobacteriaceae,Selenomonadaceae,ERR260150,0.422377198
Coriobacteriaceae,Streptococcaceae,ERR260150,0.296995708
Coriobacteriaceae,Veillonellaceae,ERR260150,0.397136178
Eggerthellaceae,Enterobacteriaceae,ERR260150,0.665687583
Eggerthellaceae,Erysipelotrichaceae,ERR260150,0.668744435
Eggerthellaceae,Lachnospiraceae,ERR260150,0.658393381
Eggerthellaceae,Porphyromonadaceae,ERR260150,0.661678404
Eggerthellaceae,Propionibacteriaceae,ERR260150,0.449360865
Eggerthellaceae,Rikenellaceae,ERR260150,0.67963085
Eggerthellaceae,Ruminococcaceae,ERR260150,0.657167284
Eggerthellaceae,Selenomonadaceae,ERR260150,0.612612613
Eggerthellaceae,Streptococcaceae,ERR260150,0.650204467
Eggerthellaceae,Veillonellaceae,ERR260150,0.582128291
Enterobacteriaceae,Erysipelotrichaceae,ERR260150,0.315501368
Enterobacteriaceae,Lachnospiraceae,ERR260150,0.270577105
Enterobacteriaceae,Porphyromonadaceae,ERR260150,0.310880829
Enterobacteriaceae,Propionibacteriaceae,ERR260150,0.548051255
Enterobacteriaceae,Rikenellaceae,ERR260150,0.41376702
Enterobacteriaceae,Ruminococcaceae,ERR260150,0.30128672
Enterobacteriaceae,Selenomonadaceae,ERR260150,0.429380054
Enterobacteriaceae,Streptococcaceae,ERR260150,0.378298397
Enterobacteriaceae,Veillonellaceae,ERR260150,0.383862434
Erysipelotrichaceae,Lachnospiraceae,ERR260150,0.176454814
Erysipelotrichaceae,Porphyromonadaceae,ERR260150,0.232207647
Erysipelotrichaceae,Propionibacteriaceae,ERR260150,0.589868346
Erysipelotrichaceae,Rikenellaceae,ERR260150,0.257237636
Erysipelotrichaceae,Ruminococcaceae,ERR260150,0.198611111
Erysipelotrichaceae,Selenomonadaceae,ERR260150,0.404861945
Erysipelotrichaceae,Streptococcaceae,ERR260150,0.247398844
Erysipelotrichaceae,Veillonellaceae,ERR260150,0.369172494
Lachnospiraceae,Porphyromonadaceae,ERR260150,0.23375289
Lachnospiraceae,Propionibacteriaceae,ERR260150,0.567574646
Lachnospiraceae,Rikenellaceae,ERR260150,0.3144
Lachnospiraceae,Ruminococcaceae,ERR260150,0.156610703
Lachnospiraceae,Selenomonadaceae,ERR260150,0.420868159
Lachnospiraceae,Streptococcaceae,ERR260150,0.270680628
Lachnospiraceae,Veillonellaceae,ERR260150,0.369888476
Porphyromonadaceae,Propionibacteriaceae,ERR260150,0.551114972
Porphyromonadaceae,Rikenellaceae,ERR260150,0.208932395
Porphyromonadaceae,Ruminococcaceae,ERR260150,0.183051786
Porphyromonadaceae,Selenomonadaceae,ERR260150,0.393623361
Porphyromonadaceae,Streptococcaceae,ERR260150,0.255681818
Porphyromonadaceae,Veillonellaceae,ERR260150,0.350392556
Propionibacteriaceae,Rikenellaceae,ERR260150,0.592850364
Propionibacteriaceae,Ruminococcaceae,ERR260150,0.542420814
Propionibacteriaceae,Selenomonadaceae,ERR260150,0.493192133
Propionibacteriaceae,Streptococcaceae,ERR260150,0.532858029
Propionibacteriaceae,Veillonellaceae,ERR260150,0.462702703
Rikenellaceae,Ruminococcaceae,ERR260150,0.255591054
Rikenellaceae,Selenomonadaceae,ERR260150,0.390146471
Rikenellaceae,Streptococcaceae,ERR260150,0.315233786
Rikenellaceae,Veillonellaceae,ERR260150,0.379867047
Ruminococcaceae,Selenomonadaceae,ERR260150,0.372871403
Ruminococcaceae,Streptococcaceae,ERR260150,0.24027972
Ruminococcaceae,Veillonellaceae,ERR260150,0.323546344
Selenomonadaceae,Streptococcaceae,ERR260150,0.34325461
Selenomonadaceae,Veillonellaceae,ERR260150,0.174901961
Streptococcaceae,Veillonellaceae,ERR260150,0.309978104
Acidaminococcaceae,Actinomycetaceae,ERR260151,0.571234274
Acidaminococcaceae,Akkermansiaceae,ERR260151,0.671291355
Acidaminococcaceae,Bacteroidaceae,ERR260151,0.653867871
Acidaminococcaceae,Bifidobacteriaceae,ERR260151,0.642226148
Acidaminococcaceae,Clostridiaceae,ERR260151,0.616639027
Acidaminococcaceae,Coriobacteriaceae,ERR260151,0.596238245
Acidaminococcaceae,Desulfovibrionaceae,ERR260151,0.396585366
Acidaminococcaceae,Eggerthellaceae,ERR260151,0.408474576
Acidaminococcaceae,Enterobacteriaceae,ERR260151,0.625538793
Acidaminococcaceae,Enterococcaceae,ERR260151,0.544239798
Acidaminococcaceae,Erysipelotrichaceae,ERR260151,0.609090909
Acidaminococcaceae,Fusobacteriaceae,ERR260151,0.442554956
Acidaminococcaceae,Lachnospiraceae,ERR260151,0.613347744
Acidaminococcaceae,Lactobacillaceae,ERR260151,0.610274579
Acidaminococcaceae,Leuconostocaceae,ERR260151,0.535010482
Acidaminococcaceae,Methanobacteriaceae,ERR260151,0.473590504
Acidaminococcaceae,Micrococcaceae,ERR260151,0.395384615
Acidaminococcaceae,Oxalobacteraceae,ERR260151,0.48905566
Acidaminococcaceae,Pasteurellaceae,ERR260151,0.37592397
Acidaminococcaceae,Peptoniphilaceae,ERR260151,0.318081588
Acidaminococcaceae,Peptostreptococcaceae,ERR260151,0.498502994
Acidaminococcaceae,Porphyromonadaceae,ERR260151,0.60089955
Acidaminococcaceae,Prevotellaceae,ERR260151,0.603761556
Acidaminococcaceae,Propionibacteriaceae,ERR260151,0.369684842
Acidaminococcaceae,Rikenellaceae,ERR260151,0.609269283
Acidaminococcaceae,Ruminococcaceae,ERR260151,0.579893868
Acidaminococcaceae,Selenomonadaceae,ERR260151,0.494219653
Acidaminococcaceae,Streptococcaceae,ERR260151,0.57457847
Acidaminococcaceae,Suterellaceae,ERR260151,0.36231003
Acidaminococcaceae,Synergistaceae,ERR260151,0.300225734
Acidaminococcaceae,Veillonellaceae,ERR260151,0.471206226
Actinomycetaceae,Akkermansiaceae,ERR260151,0.40591227
Actinomycetaceae,Bacteroidaceae,ERR260151,0.372881356
Actinomycetaceae,Bifidobacteriaceae,ERR260151,0.318778539
Actinomycetaceae,Clostridiaceae,ERR260151,0.329790061
Actinomycetaceae,Coriobacteriaceae,ERR260151,0.332464524
Actinomycetaceae,Desulfovibrionaceae,ERR260151,0.523440026
Actinomycetaceae,Eggerthellaceae,ERR260151,0.6329663
Actinomycetaceae,Enterobacteriaceae,ERR260151,0.403701851
Actinomycetaceae,Enterococcaceae,ERR260151,0.42637037
Actinomycetaceae,Erysipelotrichaceae,ERR260151,0.318051576
Actinomycetaceae,Fusobacteriaceae,ERR260151,0.451245771
Actinomycetaceae,Lachnospiraceae,ERR260151,0.330643062
Actinomycetaceae,Lactobacillaceae,ERR260151,0.286981402
Actinomycetaceae,Leuconostocaceae,ERR260151,0.452010376
Actinomycetaceae,Methanobacteriaceae,ERR260151,0.673553719
Actinomycetaceae,Micrococcaceae,ERR260151,0.459468903
Actinomycetaceae,Oxalobacteraceae,ERR260151,0.707240294
Actinomycetaceae,Pasteurellaceae,ERR260151,0.529372046
Actinomycetaceae,Peptoniphilaceae,ERR260151,0.528372409
Actinomycetaceae,Peptostreptococcaceae,ERR260151,0.410810811
Actinomycetaceae,Porphyromonadaceae,ERR260151,0.298225529
Actinomycetaceae,Prevotellaceae,ERR260151,0.310951955
Actinomycetaceae,Propionibacteriaceae,ERR260151,0.462919065
Actinomycetaceae,Rikenellaceae,ERR260151,0.320560748
Actinomycetaceae,Ruminococcaceae,ERR260151,0.289761571
Actinomycetaceae,Selenomonadaceae,ERR260151,0.459831197
Actinomycetaceae,Streptococcaceae,ERR260151,0.344706912
Actinomycetaceae,Suterellaceae,ERR260151,0.608056042
Actinomycetaceae,Synergistaceae,ERR260151,0.560214693
Actinomycetaceae,Veillonellaceae,ERR260151,0.430551371
Akkermansiaceae,Bacteroidaceae,ERR260151,0.35417281
Akkermansiaceae,Bifidobacteriaceae,ERR260151,0.357856494
Akkermansiaceae,Clostridiaceae,ERR260151,0.397686588
Akkermansiaceae,Coriobacteriaceae,ERR260151,0.375
Akkermansiaceae,Desulfovibrionaceae,ERR260151,0.567935732
Akkermansiaceae,Eggerthellaceae,ERR260151,0.703108253
Akkermansiaceae,Enterobacteriaceae,ERR260151,0.483722123
Akkermansiaceae,Enterococcaceae,ERR260151,0.47672956
Akkermansiaceae,Erysipelotrichaceae,ERR260151,0.347706422
Akkermansiaceae,Fusobacteriaceae,ERR260151,0.507189542
Akkermansiaceae,Lachnospiraceae,ERR260151,0.40445518
Akkermansiaceae,Lactobacillaceae,ERR260151,0.343834383
Akkermansiaceae,Leuconostocaceae,ERR260151,0.52297668
Akkermansiaceae,Methanobacteriaceae,ERR260151,0.72312335
Akkermansiaceae,Micrococcaceae,ERR260151,0.69858039
Akkermansiaceae,Oxalobacteraceae,ERR260151,0.671740025
Akkermansiaceae,Pasteurellaceae,ERR260151,0.673149096
Akkermansiaceae,Peptoniphilaceae,ERR260151,0.702049043
Akkermansiaceae,Peptostreptococcaceae,ERR260151,0.528963415
Akkermansiaceae,Porphyromonadaceae,ERR260151,0.317260442
Akkermansiaceae,Prevotellaceae,ERR260151,0.28217003
Akkermansiaceae,Propionibacteriaceae,ERR260151,0.666229938
Akkermansiaceae,Rikenellaceae,ERR260151,0.23449265
Akkermansiaceae,Ruminococcaceae,ERR260151,0.35380117
Akkermansiaceae,Selenomonadaceae,ERR260151,0.432337434
Akkermansiaceae,Streptococcaceae,ERR260151,0.400184275
Akkermansiaceae,Suterellaceae,ERR260151,0.69141791
Akkermansiaceae,Synergistaceae,ERR260151,0.676470588
Akkermansiaceae,Veillonellaceae,ERR260151,0.452349869
Bacteroidaceae,Bifidobacteriaceae,ERR260151,0.328068358
Bacteroidaceae,Clostridiaceae,ERR260151,0.237458194
Bacteroidaceae,Coriobacteriaceae,ERR260151,0.272603114
Bacteroidaceae,Desulfovibrionaceae,ERR260151,0.556118143
Bacteroidaceae,Eggerthellaceae,ERR260151,0.704362323
Bacteroidaceae,Enterobacteriaceae,ERR260151,0.313592233
Bacteroidaceae,Enterococcaceae,ERR260151,0.407317073
Bacteroidaceae,Erysipelotrichaceae,ERR260151,0.240087503
Bacteroidaceae,Fusobacteriaceae,ERR260151,0.458298927
Bacteroidaceae,Lachnospiraceae,ERR260151,0.231626964
Bacteroidaceae,Lactobacillaceae,ERR260151,0.278697137
Bacteroidaceae,Leuconostocaceae,ERR260151,0.517490283
Bacteroidaceae,Methanobacteriaceae,ERR260151,0.724963925
Bacteroidaceae,Micrococcaceae,ERR260151,0.654314309
Bacteroidaceae,Oxalobacteraceae,ERR260151,0.748311307
Bacteroidaceae,Pasteurellaceae,ERR260151,0.624371157
Bacteroidaceae,Peptoniphilaceae,ERR260151,0.64198558
Bacteroidaceae,Peptostreptococcaceae,ERR260151,0.455983131
Bacteroidaceae,Porphyromonadaceae,ERR260151,0.174376227
Bacteroidaceae,Prevotellaceae,ERR260151,0.21091954
Bacteroidaceae,Propionibacteriaceae,ERR260151,0.60442865
Bacteroidaceae,Rikenellaceae,ERR260151,0.264782989
Bacteroidaceae,Ruminococcaceae,ERR260151,0.248883049
Bacteroidaceae,Selenomonadaceae,ERR260151,0.452676056
Bacteroidaceae,Streptococcaceae,ERR260151,0.328334226
Bacteroidaceae,Suterellaceae,ERR260151,0.699513034
Bacteroidaceae,Synergistaceae,ERR260151,0.64453125
Bacteroidaceae,Veillonellaceae,ERR260151,0.423853712
Bifidobacteriaceae,Clostridiaceae,ERR260151,0.296692112
Bifidobacteriaceae,Coriobacteriaceae,ERR260151,0.296879315
Bifidobacteriaceae,Desulfovibrionaceae,ERR260151,0.573803382
Bifidobacteriaceae,Eggerthellaceae,ERR260151,0.693534358
Bifidobacteriaceae,Enterobacteriaceae,ERR260151,0.400988933
Bifidobacteriaceae,Enterococcaceae,ERR260151,0.393709632
Bifidobacteriaceae,Erysipelotrichaceae,ERR260151,0.273577124
Bifidobacteriaceae,Fusobacteriaceae,ERR260151,0.467773712
Bifidobacteriaceae,Lachnospiraceae,ERR260151,0.29475
Bifidobacteriaceae,Lactobacillaceae,ERR260151,0.247671233
Bifidobacteriaceae,Leuconostocaceae,ERR260151,0.468833087
Bifidobacteriaceae,Methanobacteriaceae,ERR260151,0.722338831
Bifidobacteriaceae,Micrococcaceae,ERR260151,0.608318891
Bifidobacteriaceae,Oxalobacteraceae,ERR260151,0.761315631
Bifidobacteriaceae,Pasteurellaceae,ERR260151,0.625216388
Bifidobacteriaceae,Peptoniphilaceae,ERR260151,0.62489121
Bifidobacteriaceae,Peptostreptococcaceae,ERR260151,0.449551265
Bifidobacteriaceae,Porphyromonadaceae,ERR260151,0.272628432
Bifidobacteriaceae,Prevotellaceae,ERR260151,0.284624081
Bifidobacteriaceae,Propionibacteriaceae,ERR260151,0.583046964
Bifidobacteriaceae,Rikenellaceae,ERR260151,0.300117233
Bifidobacteriaceae,Ruminococcaceae,ERR260151,0.252484555
Bifidobacteriaceae,Selenomonadaceae,ERR260151,0.429664509
Bifidobacteriaceae,Streptococcaceae,ERR260151,0.30690039
Bifidobacteriaceae,Suterellaceae,ERR260151,0.687724551
Bifidobacteriaceae,Synergistaceae,ERR260151,0.648361127
Bifidobacteriaceae,Veillonellaceae,ERR260151,0.403523728
Clostridiaceae,Coriobacteriaceae,ERR260151,0.220021704
Clostridiaceae,Desulfovibrionaceae,ERR260151,0.530779754
Clostridiaceae,Eggerthellaceae,ERR260151,0.674242424
Clostridiaceae,Enterobacteriaceae,ERR260151,0.270758123
Clostridiaceae,Enterococcaceae,ERR260151,0.336326531
Clostridiaceae,Erysipelotrichaceae,ERR260151,0.160694598
Clostridiaceae,Fusobacteriaceae,ERR260151,0.399671053
Clostridiaceae,Lachnospiraceae,ERR260151,0.1225605
Clostridiaceae,Lactobacillaceae,ERR260151,0.202276939
Clostridiaceae,Leuconostocaceae,ERR260151,0.458966565
Clostridiaceae,Methanobacteriaceae,ERR260151,0.723608445
Clostridiaceae,Micrococcaceae,ERR260151,0.611984021
Clostridiaceae,Oxalobacteraceae,ERR260151,0.754774426
Clostridiaceae,Pasteurellaceae,ERR260151,0.605675676
Clostridiaceae,Peptoniphilaceae,ERR260151,0.572699472
Clostridiaceae,Peptostreptococcaceae,ERR260151,0.341496599
Clostridiaceae,Porphyromonadaceae,ERR260151,0.227213029
Clostridiaceae,Prevotellaceae,ERR260151,0.262167249
Clostridiaceae,Propionibacteriaceae,ERR260151,0.565520945
Clostridiaceae,Rikenellaceae,ERR260151,0.305798687
Clostridiaceae,Ruminococcaceae,ERR260151,0.173636845
Clostridiaceae,Selenomonadaceae,ERR260151,0.411422235
Clostridiaceae,Streptococcaceae,ERR260151,0.257865017
Clostridiaceae,Suterellaceae,ERR260151,0.684384467
Clostridiaceae,Synergistaceae,ERR260151,0.59719163
Clostridiaceae,Veillonellaceae,ERR260151,0.363636364
Coriobacteriaceae,Desulfovibrionaceae,ERR260151,0.508928571
Coriobacteriaceae,Eggerthellaceae,ERR260151,0.623977344
Coriobacteriaceae,Enterobacteriaceae,ERR260151,0.336331834
Coriobacteriaceae,Enterococcaceae,ERR260151,0.3829233
Coriobacteriaceae,Erysipelotrichaceae,ERR260151,0.173551263
Coriobacteriaceae,Fusobacteriaceae,ERR260151,0.436101296
Coriobacteriaceae,Lachnospiraceae,ERR260151,0.224110462
Coriobacteriaceae,Lactobacillaceae,ERR260151,0.242211619
Coriobacteriaceae,Leuconostocaceae,ERR260151,0.478457367
Coriobacteriaceae,Methanobacteriaceae,ERR260151,0.690770695
Coriobacteriaceae,Micrococcaceae,ERR260151,0.601074948
Coriobacteriaceae,Oxalobacteraceae,ERR260151,0.737042925
Coriobacteriaceae,Pasteurellaceae,ERR260151,0.583052921
Coriobacteriaceae,Peptoniphilaceae,ERR260151,0.573684211
Coriobacteriaceae,Peptostreptococcaceae,ERR260151,0.3926097
Coriobacteriaceae,Porphyromonadaceae,ERR260151,0.268781302
Coriobacteriaceae,Prevotellaceae,ERR260151,0.277922831
Coriobacteriaceae,Propionibacteriaceae,ERR260151,0.567390658
Coriobacteriaceae,Rikenellaceae,ERR260151,0.296663661
Coriobacteriaceae,Ruminococcaceae,ERR260151,0.245802367
Coriobacteriaceae,Selenomonadaceae,ERR260151,0.422377198
Coriobacteriaceae,Streptococcaceae,ERR260151,0.296995708
Coriobacteriaceae,Suterellaceae,ERR260151,0.646496815
Coriobacteriaceae,Synergistaceae,ERR260151,0.587070832
Coriobacteriaceae,Veillonellaceae,ERR260151,0.397136178
Desulfovibrionaceae,Eggerthellaceae,ERR260151,0.488361045
Desulfovibrionaceae,Enterobacteriaceae,ERR260151,0.525222552
Desulfovibrionaceae,Enterococcaceae,ERR260151,0.425501433
Desulfovibrionaceae,Erysipelotrichaceae,ERR260151,0.526613143
Desulfovibrionaceae,Fusobacteriaceae,ERR260151,0.458083832
Desulfovibrionaceae,Lachnospiraceae,ERR260151,0.531784188
Desulfovibrionaceae,Lactobacillaceae,ERR260151,0.508673919
Desulfovibrionaceae,Leuconostocaceae,ERR260151,0.524847095
Desulfovibrionaceae,Methanobacteriaceae,ERR260151,0.537350598
Desulfovibrionaceae,Micrococcaceae,ERR260151,0.472234368
Desulfovibrionaceae,Oxalobacteraceae,ERR260151,0.556074766
Desulfovibrionaceae,Pasteurellaceae,ERR260151,0.417931034
Desulfovibrionaceae,Peptoniphilaceae,ERR260151,0.435897436
Desulfovibrionaceae,Peptostreptococcaceae,ERR260151,0.390808824
Desulfovibrionaceae,Porphyromonadaceae,ERR260151,0.508449452
Desulfovibrionaceae,Prevotellaceae,ERR260151,0.515331665
Desulfovibrionaceae,Propionibacteriaceae,ERR260151,0.428447528
Desulfovibrionaceae,Rikenellaceae,ERR260151,0.530049261
Desulfovibrionaceae,Ruminococcaceae,ERR260151,0.500144718
Desulfovibrionaceae,Selenomonadaceae,ERR260151,0.430973797
Desulfovibrionaceae,Streptococcaceae,ERR260151,0.47696737
Desulfovibrionaceae,Suterellaceae,ERR260151,0.437691522
Desulfovibrionaceae,Synergistaceae,ERR260151,0.399526066
Desulfovibrionaceae,Veillonellaceae,ERR260151,0.41374215
Eggerthellaceae,Enterobacteriaceae,ERR260151,0.665687583
Eggerthellaceae,Enterococcaceae,ERR260151,0.612720848
Eggerthellaceae,Erysipelotrichaceae,ERR260151,0.668744435
Eggerthellaceae,Fusobacteriaceae,ERR260151,0.565251572
Eggerthellaceae,Lachnospiraceae,ERR260151,0.658393381
Eggerthellaceae,Lactobacillaceae,ERR260151,0.663763066
Eggerthellaceae,Leuconostocaceae,ERR260151,0.605349794
Eggerthellaceae,Methanobacteriaceae,ERR260151,0.507562008
Eggerthellaceae,Micrococcaceae,ERR260151,0.493273543
Eggerthellaceae,Oxalobacteraceae,ERR260151,0.499350649
Eggerthellaceae,Pasteurellaceae,ERR260151,0.46776689
Eggerthellaceae,Peptoniphilaceae,ERR260151,0.471991701
Eggerthellaceae,Peptostreptococcaceae,ERR260151,0.558302583
Eggerthellaceae,Porphyromonadaceae,ERR260151,0.661678404
Eggerthellaceae,Prevotellaceae,ERR260151,0.659454374
Eggerthellaceae,Propionibacteriaceae,ERR260151,0.449360865
Eggerthellaceae,Rikenellaceae,ERR260151,0.67963085
Eggerthellaceae,Ruminococcaceae,ERR260151,0.657167284
Eggerthellaceae,Selenomonadaceae,ERR260151,0.612612613
Eggerthellaceae,Streptococcaceae,ERR260151,0.650204467
Eggerthellaceae,Suterellaceae,ERR260151,0.450628366
Eggerthellaceae,Synergistaceae,ERR260151,0.437096774
Eggerthellaceae,Veillonellaceae,ERR260151,0.582128291
Enterobacteriaceae,Enterococcaceae,ERR260151,0.366386113
Enterobacteriaceae,Erysipelotrichaceae,ERR260151,0.315501368
Enterobacteriaceae,Fusobacteriaceae,ERR260151,0.415220294
Enterobacteriaceae,Lachnospiraceae,ERR260151,0.270577105
Enterobacteriaceae,Lactobacillaceae,ERR260151,0.315313112
Enterobacteriaceae,Leuconostocaceae,ERR260151,0.475960247
Enterobacteriaceae,Methanobacteriaceae,ERR260151,0.730769231
Enterobacteriaceae,Micrococcaceae,ERR260151,0.582376502
Enterobacteriaceae,Oxalobacteraceae,ERR260151,0.741856009
Enterobacteriaceae,Pasteurellaceae,ERR260151,0.573677069
Enterobacteriaceae,Peptoniphilaceae,ERR260151,0.603949827
Enterobacteriaceae,Peptostreptococcaceae,ERR260151,0.394607208
Enterobacteriaceae,Porphyromonadaceae,ERR260151,0.310880829
Enterobacteriaceae,Prevotellaceae,ERR260151,0.378645576
Enterobacteriaceae,Propionibacteriaceae,ERR260151,0.548051255
Enterobacteriaceae,Rikenellaceae,ERR260151,0.41376702
Enterobacteriaceae,Ruminococcaceae,ERR260151,0.30128672
Enterobacteriaceae,Selenomonadaceae,ERR260151,0.429380054
Enterobacteriaceae,Streptococcaceae,ERR260151,0.378298397
Enterobacteriaceae,Suterellaceae,ERR260151,0.675183474
Enterobacteriaceae,Synergistaceae,ERR260151,0.608788853
Enterobacteriaceae,Veillonellaceae,ERR260151,0.383862434
Enterococcaceae,Erysipelotrichaceae,ERR260151,0.337029472
Enterococcaceae,Fusobacteriaceae,ERR260151,0.299895142
Enterococcaceae,Lachnospiraceae,ERR260151,0.356333948
Enterococcaceae,Lactobacillaceae,ERR260151,0.270077335
Enterococcaceae,Leuconostocaceae,ERR260151,0.299593646
Enterococcaceae,Methanobacteriaceae,ERR260151,0.649174312
Enterococcaceae,Micrococcaceae,ERR260151,0.536096718
Enterococcaceae,Oxalobacteraceae,ERR260151,0.686172195
Enterococcaceae,Pasteurellaceae,ERR260151,0.505357143
Enterococcaceae,Peptoniphilaceae,ERR260151,0.486722445
Enterococcaceae,Peptostreptococcaceae,ERR260151,0.400687071
Enterococcaceae,Porphyromonadaceae,ERR260151,0.347166571
