model1,model2,sampleId,jacardDist
Lachnospiraceae,Veillonellaceae,ERR321584,0.369888476
Lactobacillaceae,Methanobacteriaceae,ERR321584,0.704430568
Lactobacillaceae,Mycoplasmataceae,ERR321584,0.777743995
Lactobacillaceae,Oxalobacteraceae,ERR321584,0.736541353
Lactobacillaceae,Pasteurellaceae,ERR321584,0.57490472
Lactobacillaceae,Peptoniphilaceae,ERR321584,0.563706564
Lactobacillaceae,Peptostreptococcaceae,ERR321584,0.370255834
Lactobacillaceae,Porphyromonadaceae,ERR321584,0.198044693
Lactobacillaceae,Prevotellaceae,ERR321584,0.224366359
Lactobacillaceae,Rikenellaceae,ERR321584,0.265372168
Lactobacillaceae,Ruminococcaceae,ERR321584,0.179762889
Lactobacillaceae,Selenomonadaceae,ERR321584,0.387173397
Lactobacillaceae,Staphylococcaceae,ERR321584,0.498426323
Lactobacillaceae,Streptococcaceae,ERR321584,0.187921431
Lactobacillaceae,Suterellaceae,ERR321584,0.667757287
Lactobacillaceae,Synergistaceae,ERR321584,0.60023344
Lactobacillaceae,Veillonellaceae,ERR321584,0.341845618
Methanobacteriaceae,Mycoplasmataceae,ERR321584,0.626093294
Methanobacteriaceae,Oxalobacteraceae,ERR321584,0.522174535
Methanobacteriaceae,Pasteurellaceae,ERR321584,0.516058792
Methanobacteriaceae,Peptoniphilaceae,ERR321584,0.533659066
Methanobacteriaceae,Peptostreptococcaceae,ERR321584,0.636634401
Methanobacteriaceae,Porphyromonadaceae,ERR321584,0.690136571
Methanobacteriaceae,Prevotellaceae,ERR321584,0.683436785
Methanobacteriaceae,Rikenellaceae,ERR321584,0.703103448
Methanobacteriaceae,Ruminococcaceae,ERR321584,0.69424145
Methanobacteriaceae,Selenomonadaceae,ERR321584,0.636476427
Methanobacteriaceae,Staphylococcaceae,ERR321584,0.579187586
Methanobacteriaceae,Streptococcaceae,ERR321584,0.686790003
Methanobacteriaceae,Suterellaceae,ERR321584,0.482847896
Methanobacteriaceae,Synergistaceae,ERR321584,0.453224869
Methanobacteriaceae,Veillonellaceae,ERR321584,0.63968073
Mycoplasmataceae,Oxalobacteraceae,ERR321584,0.652377241
Mycoplasmataceae,Pasteurellaceae,ERR321584,0.616676317
Mycoplasmataceae,Peptoniphilaceae,ERR321584,0.590339893
Mycoplasmataceae,Peptostreptococcaceae,ERR321584,0.729461215
Mycoplasmataceae,Porphyromonadaceae,ERR321584,0.792412747
Mycoplasmataceae,Prevotellaceae,ERR321584,0.777961615
Mycoplasmataceae,Rikenellaceae,ERR321584,0.767014764
Mycoplasmataceae,Ruminococcaceae,ERR321584,0.790275337
Mycoplasmataceae,Selenomonadaceae,ERR321584,0.725236865
Mycoplasmataceae,Staphylococcaceae,ERR321584,0.665384615
Mycoplasmataceae,Streptococcaceae,ERR321584,0.760775142
Mycoplasmataceae,Suterellaceae,ERR321584,0.601393728
Mycoplasmataceae,Synergistaceae,ERR321584,0.60695027
Mycoplasmataceae,Veillonellaceae,ERR321584,0.736554949
Oxalobacteraceae,Pasteurellaceae,ERR321584,0.514450867
Oxalobacteraceae,Peptoniphilaceae,ERR321584,0.557256236
Oxalobacteraceae,Peptostreptococcaceae,ERR321584,0.673477109
Oxalobacteraceae,Porphyromonadaceae,ERR321584,0.723534827
Oxalobacteraceae,Prevotellaceae,ERR321584,0.711244178
Oxalobacteraceae,Rikenellaceae,ERR321584,0.709273183
Oxalobacteraceae,Ruminococcaceae,ERR321584,0.734663927
Oxalobacteraceae,Selenomonadaceae,ERR321584,0.670757512
Oxalobacteraceae,Staphylococcaceae,ERR321584,0.58989032
Oxalobacteraceae,Streptococcaceae,ERR321584,0.719552337
Oxalobacteraceae,Suterellaceae,ERR321584,0.47632312
Oxalobacteraceae,Synergistaceae,ERR321584,0.500299222
Oxalobacteraceae,Veillonellaceae,ERR321584,0.667574932
Pasteurellaceae,Peptoniphilaceae,ERR321584,0.353877761
Pasteurellaceae,Peptostreptococcaceae,ERR321584,0.506810036
Pasteurellaceae,Porphyromonadaceae,ERR321584,0.572697661
Pasteurellaceae,Prevotellaceae,ERR321584,0.585776669
Pasteurellaceae,Rikenellaceae,ERR321584,0.589616402
Pasteurellaceae,Ruminococcaceae,ERR321584,0.58295325
Pasteurellaceae,Selenomonadaceae,ERR321584,0.521011673
Pasteurellaceae,Staphylococcaceae,ERR321584,0.335480902
Pasteurellaceae,Streptococcaceae,ERR321584,0.541666667
Pasteurellaceae,Suterellaceae,ERR321584,0.343222804
Pasteurellaceae,Synergistaceae,ERR321584,0.371399177
Pasteurellaceae,Veillonellaceae,ERR321584,0.502750275
Peptoniphilaceae,Peptostreptococcaceae,ERR321584,0.439125518
Peptoniphilaceae,Porphyromonadaceae,ERR321584,0.584292885
Peptoniphilaceae,Prevotellaceae,ERR321584,0.603592443
Peptoniphilaceae,Rikenellaceae,ERR321584,0.613472858
Peptoniphilaceae,Ruminococcaceae,ERR321584,0.555912409
Peptoniphilaceae,Selenomonadaceae,ERR321584,0.533022533
Peptoniphilaceae,Staphylococcaceae,ERR321584,0.312822922
Peptoniphilaceae,Streptococcaceae,ERR321584,0.520758418
Peptoniphilaceae,Suterellaceae,ERR321584,0.43601108
Peptoniphilaceae,Synergistaceae,ERR321584,0.327476038
Peptoniphilaceae,Veillonellaceae,ERR321584,0.492010405
Peptostreptococcaceae,Porphyromonadaceae,ERR321584,0.378591549
Peptostreptococcaceae,Prevotellaceae,ERR321584,0.412191582
Peptostreptococcaceae,Rikenellaceae,ERR321584,0.440011998
Peptostreptococcaceae,Ruminococcaceae,ERR321584,0.344450673
Peptostreptococcaceae,Selenomonadaceae,ERR321584,0.460513487
Peptostreptococcaceae,Staphylococcaceae,ERR321584,0.433241569
Peptostreptococcaceae,Streptococcaceae,ERR321584,0.41810842
Peptostreptococcaceae,Suterellaceae,ERR321584,0.585949178
Peptostreptococcaceae,Synergistaceae,ERR321584,0.464245601
Peptostreptococcaceae,Veillonellaceae,ERR321584,0.405654384
Porphyromonadaceae,Prevotellaceae,ERR321584,0.15708697
Porphyromonadaceae,Rikenellaceae,ERR321584,0.208932395
Porphyromonadaceae,Ruminococcaceae,ERR321584,0.183051786
Porphyromonadaceae,Selenomonadaceae,ERR321584,0.393623361
Porphyromonadaceae,Staphylococcaceae,ERR321584,0.547964306
Porphyromonadaceae,Streptococcaceae,ERR321584,0.255681818
Porphyromonadaceae,Suterellaceae,ERR321584,0.661236802
Porphyromonadaceae,Synergistaceae,ERR321584,0.588724036
Porphyromonadaceae,Veillonellaceae,ERR321584,0.350392556
Prevotellaceae,Rikenellaceae,ERR321584,0.180659915
Prevotellaceae,Ruminococcaceae,ERR321584,0.214285714
Prevotellaceae,Selenomonadaceae,ERR321584,0.374203822
Prevotellaceae,Staphylococcaceae,ERR321584,0.58591954
Prevotellaceae,Streptococcaceae,ERR321584,0.268047337
Prevotellaceae,Suterellaceae,ERR321584,0.650195059
Prevotellaceae,Synergistaceae,ERR321584,0.606608479
Prevotellaceae,Veillonellaceae,ERR321584,0.35661989
Rikenellaceae,Ruminococcaceae,ERR321584,0.255591054
Rikenellaceae,Selenomonadaceae,ERR321584,0.390146471
Rikenellaceae,Staphylococcaceae,ERR321584,0.611343284
Rikenellaceae,Streptococcaceae,ERR321584,0.315233786
Rikenellaceae,Suterellaceae,ERR321584,0.651267801
Rikenellaceae,Synergistaceae,ERR321584,0.618546531
Rikenellaceae,Veillonellaceae,ERR321584,0.379867047
Ruminococcaceae,Selenomonadaceae,ERR321584,0.372871403
Ruminococcaceae,Staphylococcaceae,ERR321584,0.524373451
Ruminococcaceae,Streptococcaceae,ERR321584,0.24027972
Ruminococcaceae,Suterellaceae,ERR321584,0.66443539
Ruminococcaceae,Synergistaceae,ERR321584,0.574789428
Ruminococcaceae,Veillonellaceae,ERR321584,0.323546344
Selenomonadaceae,Staphylococcaceae,ERR321584,0.520664076
Selenomonadaceae,Streptococcaceae,ERR321584,0.34325461
Selenomonadaceae,Suterellaceae,ERR321584,0.579559618
Selenomonadaceae,Synergistaceae,ERR321584,0.511748307
Selenomonadaceae,Veillonellaceae,ERR321584,0.174901961
Staphylococcaceae,Streptococcaceae,ERR321584,0.473407545
Staphylococcaceae,Suterellaceae,ERR321584,0.46025702
Staphylococcaceae,Synergistaceae,ERR321584,0.384265575
Staphylococcaceae,Veillonellaceae,ERR321584,0.492411467
Streptococcaceae,Suterellaceae,ERR321584,0.641017281
Streptococcaceae,Synergistaceae,ERR321584,0.565856777
Streptococcaceae,Veillonellaceae,ERR321584,0.309978104
Suterellaceae,Synergistaceae,ERR321584,0.414578588
Suterellaceae,Veillonellaceae,ERR321584,0.580360568
Synergistaceae,Veillonellaceae,ERR321584,0.501491424
Acidaminococcaceae,Actinomycetaceae,ERR321587,0.571234274
Acidaminococcaceae,Akkermansiaceae,ERR321587,0.671291355
Acidaminococcaceae,Bacteroidaceae,ERR321587,0.653867871
Acidaminococcaceae,Bifidobacteriaceae,ERR321587,0.642226148
Acidaminococcaceae,Clostridiaceae,ERR321587,0.616639027
Acidaminococcaceae,Coriobacteriaceae,ERR321587,0.596238245
Acidaminococcaceae,Desulfovibrionaceae,ERR321587,0.396585366
Acidaminococcaceae,Eggerthellaceae,ERR321587,0.408474576
Acidaminococcaceae,Enterobacteriaceae,ERR321587,0.625538793
Acidaminococcaceae,Erysipelotrichaceae,ERR321587,0.609090909
Acidaminococcaceae,Lachnospiraceae,ERR321587,0.613347744
Acidaminococcaceae,Lactobacillaceae,ERR321587,0.610274579
Acidaminococcaceae,Micrococcaceae,ERR321587,0.395384615
Acidaminococcaceae,Pasteurellaceae,ERR321587,0.37592397
Acidaminococcaceae,Peptostreptococcaceae,ERR321587,0.498502994
Acidaminococcaceae,Porphyromonadaceae,ERR321587,0.60089955
Acidaminococcaceae,Prevotellaceae,ERR321587,0.603761556
Acidaminococcaceae,Rikenellaceae,ERR321587,0.609269283
Acidaminococcaceae,Ruminococcaceae,ERR321587,0.579893868
Acidaminococcaceae,Selenomonadaceae,ERR321587,0.494219653
Acidaminococcaceae,Staphylococcaceae,ERR321587,0.404882543
Acidaminococcaceae,Streptococcaceae,ERR321587,0.57457847
Acidaminococcaceae,Suterellaceae,ERR321587,0.36231003
Acidaminococcaceae,Veillonellaceae,ERR321587,0.471206226
Actinomycetaceae,Akkermansiaceae,ERR321587,0.40591227
Actinomycetaceae,Bacteroidaceae,ERR321587,0.372881356
Actinomycetaceae,Bifidobacteriaceae,ERR321587,0.318778539
Actinomycetaceae,Clostridiaceae,ERR321587,0.329790061
Actinomycetaceae,Coriobacteriaceae,ERR321587,0.332464524
Actinomycetaceae,Desulfovibrionaceae,ERR321587,0.523440026
Actinomycetaceae,Eggerthellaceae,ERR321587,0.6329663
Actinomycetaceae,Enterobacteriaceae,ERR321587,0.403701851
Actinomycetaceae,Erysipelotrichaceae,ERR321587,0.318051576
Actinomycetaceae,Lachnospiraceae,ERR321587,0.330643062
Actinomycetaceae,Lactobacillaceae,ERR321587,0.286981402
Actinomycetaceae,Micrococcaceae,ERR321587,0.459468903
Actinomycetaceae,Pasteurellaceae,ERR321587,0.529372046
Actinomycetaceae,Peptostreptococcaceae,ERR321587,0.410810811
Actinomycetaceae,Porphyromonadaceae,ERR321587,0.298225529
Actinomycetaceae,Prevotellaceae,ERR321587,0.310951955
Actinomycetaceae,Rikenellaceae,ERR321587,0.320560748
Actinomycetaceae,Ruminococcaceae,ERR321587,0.289761571
Actinomycetaceae,Selenomonadaceae,ERR321587,0.459831197
Actinomycetaceae,Staphylococcaceae,ERR321587,0.481754161
Actinomycetaceae,Streptococcaceae,ERR321587,0.344706912
Actinomycetaceae,Suterellaceae,ERR321587,0.608056042
Actinomycetaceae,Veillonellaceae,ERR321587,0.430551371
Akkermansiaceae,Bacteroidaceae,ERR321587,0.35417281
Akkermansiaceae,Bifidobacteriaceae,ERR321587,0.357856494
Akkermansiaceae,Clostridiaceae,ERR321587,0.397686588
Akkermansiaceae,Coriobacteriaceae,ERR321587,0.375
Akkermansiaceae,Desulfovibrionaceae,ERR321587,0.567935732
Akkermansiaceae,Eggerthellaceae,ERR321587,0.703108253
Akkermansiaceae,Enterobacteriaceae,ERR321587,0.483722123
Akkermansiaceae,Erysipelotrichaceae,ERR321587,0.347706422
Akkermansiaceae,Lachnospiraceae,ERR321587,0.40445518
Akkermansiaceae,Lactobacillaceae,ERR321587,0.343834383
Akkermansiaceae,Micrococcaceae,ERR321587,0.69858039
Akkermansiaceae,Pasteurellaceae,ERR321587,0.673149096
Akkermansiaceae,Peptostreptococcaceae,ERR321587,0.528963415
Akkermansiaceae,Porphyromonadaceae,ERR321587,0.317260442
Akkermansiaceae,Prevotellaceae,ERR321587,0.28217003
Akkermansiaceae,Rikenellaceae,ERR321587,0.23449265
Akkermansiaceae,Ruminococcaceae,ERR321587,0.35380117
Akkermansiaceae,Selenomonadaceae,ERR321587,0.432337434
Akkermansiaceae,Staphylococcaceae,ERR321587,0.697532744
Akkermansiaceae,Streptococcaceae,ERR321587,0.400184275
Akkermansiaceae,Suterellaceae,ERR321587,0.69141791
Akkermansiaceae,Veillonellaceae,ERR321587,0.452349869
Bacteroidaceae,Bifidobacteriaceae,ERR321587,0.328068358
Bacteroidaceae,Clostridiaceae,ERR321587,0.237458194
Bacteroidaceae,Coriobacteriaceae,ERR321587,0.272603114
Bacteroidaceae,Desulfovibrionaceae,ERR321587,0.556118143
Bacteroidaceae,Eggerthellaceae,ERR321587,0.704362323
Bacteroidaceae,Enterobacteriaceae,ERR321587,0.313592233
Bacteroidaceae,Erysipelotrichaceae,ERR321587,0.240087503
Bacteroidaceae,Lachnospiraceae,ERR321587,0.231626964
Bacteroidaceae,Lactobacillaceae,ERR321587,0.278697137
Bacteroidaceae,Micrococcaceae,ERR321587,0.654314309
Bacteroidaceae,Pasteurellaceae,ERR321587,0.624371157
Bacteroidaceae,Peptostreptococcaceae,ERR321587,0.455983131
Bacteroidaceae,Porphyromonadaceae,ERR321587,0.174376227
Bacteroidaceae,Prevotellaceae,ERR321587,0.21091954
Bacteroidaceae,Rikenellaceae,ERR321587,0.264782989
Bacteroidaceae,Ruminococcaceae,ERR321587,0.248883049
Bacteroidaceae,Selenomonadaceae,ERR321587,0.452676056
Bacteroidaceae,Staphylococcaceae,ERR321587,0.620322245
Bacteroidaceae,Streptococcaceae,ERR321587,0.328334226
Bacteroidaceae,Suterellaceae,ERR321587,0.699513034
Bacteroidaceae,Veillonellaceae,ERR321587,0.423853712
Bifidobacteriaceae,Clostridiaceae,ERR321587,0.296692112
Bifidobacteriaceae,Coriobacteriaceae,ERR321587,0.296879315
Bifidobacteriaceae,Desulfovibrionaceae,ERR321587,0.573803382
Bifidobacteriaceae,Eggerthellaceae,ERR321587,0.693534358
Bifidobacteriaceae,Enterobacteriaceae,ERR321587,0.400988933
Bifidobacteriaceae,Erysipelotrichaceae,ERR321587,0.273577124
Bifidobacteriaceae,Lachnospiraceae,ERR321587,0.29475
Bifidobacteriaceae,Lactobacillaceae,ERR321587,0.247671233
Bifidobacteriaceae,Micrococcaceae,ERR321587,0.608318891
Bifidobacteriaceae,Pasteurellaceae,ERR321587,0.625216388
Bifidobacteriaceae,Peptostreptococcaceae,ERR321587,0.449551265
Bifidobacteriaceae,Porphyromonadaceae,ERR321587,0.272628432
Bifidobacteriaceae,Prevotellaceae,ERR321587,0.284624081
Bifidobacteriaceae,Rikenellaceae,ERR321587,0.300117233
Bifidobacteriaceae,Ruminococcaceae,ERR321587,0.252484555
Bifidobacteriaceae,Selenomonadaceae,ERR321587,0.429664509
Bifidobacteriaceae,Staphylococcaceae,ERR321587,0.600380331
Bifidobacteriaceae,Streptococcaceae,ERR321587,0.30690039
Bifidobacteriaceae,Suterellaceae,ERR321587,0.687724551
Bifidobacteriaceae,Veillonellaceae,ERR321587,0.403523728
Clostridiaceae,Coriobacteriaceae,ERR321587,0.220021704
Clostridiaceae,Desulfovibrionaceae,ERR321587,0.530779754
Clostridiaceae,Eggerthellaceae,ERR321587,0.674242424
Clostridiaceae,Enterobacteriaceae,ERR321587,0.270758123
Clostridiaceae,Erysipelotrichaceae,ERR321587,0.160694598
Clostridiaceae,Lachnospiraceae,ERR321587,0.1225605
Clostridiaceae,Lactobacillaceae,ERR321587,0.202276939
Clostridiaceae,Micrococcaceae,ERR321587,0.611984021
Clostridiaceae,Pasteurellaceae,ERR321587,0.605675676
Clostridiaceae,Peptostreptococcaceae,ERR321587,0.341496599
Clostridiaceae,Porphyromonadaceae,ERR321587,0.227213029
Clostridiaceae,Prevotellaceae,ERR321587,0.262167249
Clostridiaceae,Rikenellaceae,ERR321587,0.305798687
Clostridiaceae,Ruminococcaceae,ERR321587,0.173636845
Clostridiaceae,Selenomonadaceae,ERR321587,0.411422235
Clostridiaceae,Staphylococcaceae,ERR321587,0.533580116
Clostridiaceae,Streptococcaceae,ERR321587,0.257865017
Clostridiaceae,Suterellaceae,ERR321587,0.684384467
Clostridiaceae,Veillonellaceae,ERR321587,0.363636364
Coriobacteriaceae,Desulfovibrionaceae,ERR321587,0.508928571
Coriobacteriaceae,Eggerthellaceae,ERR321587,0.623977344
Coriobacteriaceae,Enterobacteriaceae,ERR321587,0.336331834
Coriobacteriaceae,Erysipelotrichaceae,ERR321587,0.173551263
Coriobacteriaceae,Lachnospiraceae,ERR321587,0.224110462
Coriobacteriaceae,Lactobacillaceae,ERR321587,0.242211619
Coriobacteriaceae,Micrococcaceae,ERR321587,0.601074948
Coriobacteriaceae,Pasteurellaceae,ERR321587,0.583052921
Coriobacteriaceae,Peptostreptococcaceae,ERR321587,0.3926097
Coriobacteriaceae,Porphyromonadaceae,ERR321587,0.268781302
Coriobacteriaceae,Prevotellaceae,ERR321587,0.277922831
Coriobacteriaceae,Rikenellaceae,ERR321587,0.296663661
Coriobacteriaceae,Ruminococcaceae,ERR321587,0.245802367
Coriobacteriaceae,Selenomonadaceae,ERR321587,0.422377198
Coriobacteriaceae,Staphylococcaceae,ERR321587,0.557344064
Coriobacteriaceae,Streptococcaceae,ERR321587,0.296995708
Coriobacteriaceae,Suterellaceae,ERR321587,0.646496815
Coriobacteriaceae,Veillonellaceae,ERR321587,0.397136178
Desulfovibrionaceae,Eggerthellaceae,ERR321587,0.488361045
Desulfovibrionaceae,Enterobacteriaceae,ERR321587,0.525222552
Desulfovibrionaceae,Erysipelotrichaceae,ERR321587,0.526613143
Desulfovibrionaceae,Lachnospiraceae,ERR321587,0.531784188
Desulfovibrionaceae,Lactobacillaceae,ERR321587,0.508673919
Desulfovibrionaceae,Micrococcaceae,ERR321587,0.472234368
Desulfovibrionaceae,Pasteurellaceae,ERR321587,0.417931034
Desulfovibrionaceae,Peptostreptococcaceae,ERR321587,0.390808824
Desulfovibrionaceae,Porphyromonadaceae,ERR321587,0.508449452
Desulfovibrionaceae,Prevotellaceae,ERR321587,0.515331665
Desulfovibrionaceae,Rikenellaceae,ERR321587,0.530049261
Desulfovibrionaceae,Ruminococcaceae,ERR321587,0.500144718
Desulfovibrionaceae,Selenomonadaceae,ERR321587,0.430973797
Desulfovibrionaceae,Staphylococcaceae,ERR321587,0.444534742
Desulfovibrionaceae,Streptococcaceae,ERR321587,0.47696737
Desulfovibrionaceae,Suterellaceae,ERR321587,0.437691522
Desulfovibrionaceae,Veillonellaceae,ERR321587,0.41374215
Eggerthellaceae,Enterobacteriaceae,ERR321587,0.665687583
Eggerthellaceae,Erysipelotrichaceae,ERR321587,0.668744435
Eggerthellaceae,Lachnospiraceae,ERR321587,0.658393381
Eggerthellaceae,Lactobacillaceae,ERR321587,0.663763066
Eggerthellaceae,Micrococcaceae,ERR321587,0.493273543
Eggerthellaceae,Pasteurellaceae,ERR321587,0.46776689
Eggerthellaceae,Peptostreptococcaceae,ERR321587,0.558302583
Eggerthellaceae,Porphyromonadaceae,ERR321587,0.661678404
Eggerthellaceae,Prevotellaceae,ERR321587,0.659454374
Eggerthellaceae,Rikenellaceae,ERR321587,0.67963085
Eggerthellaceae,Ruminococcaceae,ERR321587,0.657167284
Eggerthellaceae,Selenomonadaceae,ERR321587,0.612612613
Eggerthellaceae,Staphylococcaceae,ERR321587,0.506891952
Eggerthellaceae,Streptococcaceae,ERR321587,0.650204467
Eggerthellaceae,Suterellaceae,ERR321587,0.450628366
Eggerthellaceae,Veillonellaceae,ERR321587,0.582128291
Enterobacteriaceae,Erysipelotrichaceae,ERR321587,0.315501368
Enterobacteriaceae,Lachnospiraceae,ERR321587,0.270577105
Enterobacteriaceae,Lactobacillaceae,ERR321587,0.315313112
Enterobacteriaceae,Micrococcaceae,ERR321587,0.582376502
Enterobacteriaceae,Pasteurellaceae,ERR321587,0.573677069
Enterobacteriaceae,Peptostreptococcaceae,ERR321587,0.394607208
Enterobacteriaceae,Porphyromonadaceae,ERR321587,0.310880829
Enterobacteriaceae,Prevotellaceae,ERR321587,0.378645576
Enterobacteriaceae,Rikenellaceae,ERR321587,0.41376702
Enterobacteriaceae,Ruminococcaceae,ERR321587,0.30128672
Enterobacteriaceae,Selenomonadaceae,ERR321587,0.429380054
Enterobacteriaceae,Staphylococcaceae,ERR321587,0.516171444
Enterobacteriaceae,Streptococcaceae,ERR321587,0.378298397
Enterobacteriaceae,Suterellaceae,ERR321587,0.675183474
Enterobacteriaceae,Veillonellaceae,ERR321587,0.383862434
Erysipelotrichaceae,Lachnospiraceae,ERR321587,0.176454814
Erysipelotrichaceae,Lactobacillaceae,ERR321587,0.198643685
Erysipelotrichaceae,Micrococcaceae,ERR321587,0.617579251
Erysipelotrichaceae,Pasteurellaceae,ERR321587,0.590612002
Erysipelotrichaceae,Peptostreptococcaceae,ERR321587,0.374356039
Erysipelotrichaceae,Porphyromonadaceae,ERR321587,0.232207647
Erysipelotrichaceae,Prevotellaceae,ERR321587,0.257562662
Erysipelotrichaceae,Rikenellaceae,ERR321587,0.257237636
Erysipelotrichaceae,Ruminococcaceae,ERR321587,0.198611111
Erysipelotrichaceae,Selenomonadaceae,ERR321587,0.404861945
Erysipelotrichaceae,Staphylococcaceae,ERR321587,0.550974301
Erysipelotrichaceae,Streptococcaceae,ERR321587,0.247398844
Erysipelotrichaceae,Suterellaceae,ERR321587,0.670527278
Erysipelotrichaceae,Veillonellaceae,ERR321587,0.369172494
Lachnospiraceae,Lactobacillaceae,ERR321587,0.218186502
Lachnospiraceae,Micrococcaceae,ERR321587,0.607822686
Lachnospiraceae,Pasteurellaceae,ERR321587,0.60748156
Lachnospiraceae,Peptostreptococcaceae,ERR321587,0.35483871
Lachnospiraceae,Porphyromonadaceae,ERR321587,0.23375289
Lachnospiraceae,Prevotellaceae,ERR321587,0.270341207
Lachnospiraceae,Rikenellaceae,ERR321587,0.3144
Lachnospiraceae,Ruminococcaceae,ERR321587,0.156610703
Lachnospiraceae,Selenomonadaceae,ERR321587,0.420868159
Lachnospiraceae,Staphylococcaceae,ERR321587,0.533350569
Lachnospiraceae,Streptococcaceae,ERR321587,0.270680628
Lachnospiraceae,Suterellaceae,ERR321587,0.684196405
Lachnospiraceae,Veillonellaceae,ERR321587,0.369888476
Lactobacillaceae,Micrococcaceae,ERR321587,0.596801828
Lactobacillaceae,Pasteurellaceae,ERR321587,0.57490472
Lactobacillaceae,Peptostreptococcaceae,ERR321587,0.370255834
Lactobacillaceae,Porphyromonadaceae,ERR321587,0.198044693
Lactobacillaceae,Prevotellaceae,ERR321587,0.224366359
Lactobacillaceae,Rikenellaceae,ERR321587,0.265372168
Lactobacillaceae,Ruminococcaceae,ERR321587,0.179762889
Lactobacillaceae,Selenomonadaceae,ERR321587,0.387173397
Lactobacillaceae,Staphylococcaceae,ERR321587,0.498426323
Lactobacillaceae,Streptococcaceae,ERR321587,0.187921431
Lactobacillaceae,Suterellaceae,ERR321587,0.667757287
Lactobacillaceae,Veillonellaceae,ERR321587,0.341845618
Micrococcaceae,Pasteurellaceae,ERR321587,0.354385965
Micrococcaceae,Peptostreptococcaceae,ERR321587,0.511291461
Micrococcaceae,Porphyromonadaceae,ERR321587,0.601320321
Micrococcaceae,Prevotellaceae,ERR321587,0.617540687
Micrococcaceae,Rikenellaceae,ERR321587,0.627463446
Micrococcaceae,Ruminococcaceae,ERR321587,0.583990981
Micrococcaceae,Selenomonadaceae,ERR321587,0.53125
Micrococcaceae,Staphylococcaceae,ERR321587,0.323435359
Micrococcaceae,Streptococcaceae,ERR321587,0.572713178
Micrococcaceae,Suterellaceae,ERR321587,0.43273906
Micrococcaceae,Veillonellaceae,ERR321587,0.501992032
Pasteurellaceae,Peptostreptococcaceae,ERR321587,0.506810036
Pasteurellaceae,Porphyromonadaceae,ERR321587,0.572697661
Pasteurellaceae,Prevotellaceae,ERR321587,0.585776669
Pasteurellaceae,Rikenellaceae,ERR321587,0.589616402
Pasteurellaceae,Ruminococcaceae,ERR321587,0.58295325
Pasteurellaceae,Selenomonadaceae,ERR321587,0.521011673
Pasteurellaceae,Staphylococcaceae,ERR321587,0.335480902
Pasteurellaceae,Streptococcaceae,ERR321587,0.541666667
Pasteurellaceae,Suterellaceae,ERR321587,0.343222804
Pasteurellaceae,Veillonellaceae,ERR321587,0.502750275
Peptostreptococcaceae,Porphyromonadaceae,ERR321587,0.378591549
Peptostreptococcaceae,Prevotellaceae,ERR321587,0.412191582
Peptostreptococcaceae,Rikenellaceae,ERR321587,0.440011998
Peptostreptococcaceae,Ruminococcaceae,ERR321587,0.344450673
Peptostreptococcaceae,Selenomonadaceae,ERR321587,0.460513487
Peptostreptococcaceae,Staphylococcaceae,ERR321587,0.433241569
Peptostreptococcaceae,Streptococcaceae,ERR321587,0.41810842
Peptostreptococcaceae,Suterellaceae,ERR321587,0.585949178
Peptostreptococcaceae,Veillonellaceae,ERR321587,0.405654384
Porphyromonadaceae,Prevotellaceae,ERR321587,0.15708697
Porphyromonadaceae,Rikenellaceae,ERR321587,0.208932395
Porphyromonadaceae,Ruminococcaceae,ERR321587,0.183051786
Porphyromonadaceae,Selenomonadaceae,ERR321587,0.393623361
Porphyromonadaceae,Staphylococcaceae,ERR321587,0.547964306
Porphyromonadaceae,Streptococcaceae,ERR321587,0.255681818
Porphyromonadaceae,Suterellaceae,ERR321587,0.661236802
Porphyromonadaceae,Veillonellaceae,ERR321587,0.350392556
Prevotellaceae,Rikenellaceae,ERR321587,0.180659915
Prevotellaceae,Ruminococcaceae,ERR321587,0.214285714
Prevotellaceae,Selenomonadaceae,ERR321587,0.374203822
Prevotellaceae,Staphylococcaceae,ERR321587,0.58591954
Prevotellaceae,Streptococcaceae,ERR321587,0.268047337
Prevotellaceae,Suterellaceae,ERR321587,0.650195059
Prevotellaceae,Veillonellaceae,ERR321587,0.35661989
Rikenellaceae,Ruminococcaceae,ERR321587,0.255591054
Rikenellaceae,Selenomonadaceae,ERR321587,0.390146471
Rikenellaceae,Staphylococcaceae,ERR321587,0.611343284
Rikenellaceae,Streptococcaceae,ERR321587,0.315233786
Rikenellaceae,Suterellaceae,ERR321587,0.651267801
Rikenellaceae,Veillonellaceae,ERR321587,0.379867047
Ruminococcaceae,Selenomonadaceae,ERR321587,0.372871403
Ruminococcaceae,Staphylococcaceae,ERR321587,0.524373451
Ruminococcaceae,Streptococcaceae,ERR321587,0.24027972
Ruminococcaceae,Suterellaceae,ERR321587,0.66443539
Ruminococcaceae,Veillonellaceae,ERR321587,0.323546344
Selenomonadaceae,Staphylococcaceae,ERR321587,0.520664076
Selenomonadaceae,Streptococcaceae,ERR321587,0.34325461
Selenomonadaceae,Suterellaceae,ERR321587,0.579559618
Selenomonadaceae,Veillonellaceae,ERR321587,0.174901961
Staphylococcaceae,Streptococcaceae,ERR321587,0.473407545
Staphylococcaceae,Suterellaceae,ERR321587,0.46025702
Staphylococcaceae,Veillonellaceae,ERR321587,0.492411467
