family,order,sampleId,jacardDist
Lachnospiraceae,Clostridiales,ERR414313,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414313,0.366127024
Ruminococcaceae,Clostridiales,ERR414313,0.164257228
Lactobacillaceae,Lactobacillales,ERR414313,0.050366032
Streptococcaceae,Lactobacillales,ERR414313,0.140890451
Bacteroidaceae,Bacteroidales,ERR414315,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414315,0.135062129
Prevotellaceae,Bacteroidales,ERR414315,0.212317666
Rikenellaceae,Bacteroidales,ERR414315,0.284981091
Clostridiaceae,Clostridiales,ERR414315,0.116928447
Lachnospiraceae,Clostridiales,ERR414315,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414315,0.366127024
Ruminococcaceae,Clostridiales,ERR414315,0.164257228
Bacteroidaceae,Bacteroidales,ERR414316,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414316,0.135062129
Prevotellaceae,Bacteroidales,ERR414316,0.212317666
Rikenellaceae,Bacteroidales,ERR414316,0.284981091
Clostridiaceae,Clostridiales,ERR414316,0.116928447
Lachnospiraceae,Clostridiales,ERR414316,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414316,0.366127024
Ruminococcaceae,Clostridiales,ERR414316,0.164257228
Lactobacillaceae,Lactobacillales,ERR414316,0.050366032
Streptococcaceae,Lactobacillales,ERR414316,0.140890451
Bacteroidaceae,Bacteroidales,ERR414318,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414318,0.135062129
Prevotellaceae,Bacteroidales,ERR414318,0.212317666
Rikenellaceae,Bacteroidales,ERR414318,0.284981091
Clostridiaceae,Clostridiales,ERR414318,0.116928447
Lachnospiraceae,Clostridiales,ERR414318,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414318,0.366127024
Ruminococcaceae,Clostridiales,ERR414318,0.164257228
Lactobacillaceae,Lactobacillales,ERR414318,0.050366032
Streptococcaceae,Lactobacillales,ERR414318,0.140890451
Actinomycetaceae,Actinomycetales,ERR414319,0.109268293
Corynebacteriaceae,Actinomycetales,ERR414319,0.324878049
Bacteroidaceae,Bacteroidales,ERR414319,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414319,0.135062129
Prevotellaceae,Bacteroidales,ERR414319,0.212317666
Rikenellaceae,Bacteroidales,ERR414319,0.284981091
Clostridiaceae,Clostridiales,ERR414319,0.116928447
Lachnospiraceae,Clostridiales,ERR414319,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414319,0.366127024
Ruminococcaceae,Clostridiales,ERR414319,0.164257228
Enterococcaceae,Lactobacillales,ERR414319,0.263339071
Lactobacillaceae,Lactobacillales,ERR414319,0.06997419
Streptococcaceae,Lactobacillales,ERR414319,0.158634538
Bacteroidaceae,Bacteroidales,ERR414320,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414320,0.135062129
Prevotellaceae,Bacteroidales,ERR414320,0.212317666
Rikenellaceae,Bacteroidales,ERR414320,0.284981091
Clostridiaceae,Clostridiales,ERR414320,0.116928447
Lachnospiraceae,Clostridiales,ERR414320,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414320,0.366127024
Ruminococcaceae,Clostridiales,ERR414320,0.164257228
Lactobacillaceae,Lactobacillales,ERR414320,0.050366032
Streptococcaceae,Lactobacillales,ERR414320,0.140890451
Bacteroidaceae,Bacteroidales,ERR414321,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414321,0.135062129
Prevotellaceae,Bacteroidales,ERR414321,0.212317666
Rikenellaceae,Bacteroidales,ERR414321,0.284981091
Clostridiaceae,Clostridiales,ERR414321,0.116928447
Lachnospiraceae,Clostridiales,ERR414321,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414321,0.366127024
Ruminococcaceae,Clostridiales,ERR414321,0.164257228
Enterococcaceae,Lactobacillales,ERR414321,0.269208879
Lactobacillaceae,Lactobacillales,ERR414321,0.077382646
Leuconostocaceae,Lactobacillales,ERR414321,0.422026181
Streptococcaceae,Lactobacillales,ERR414321,0.165338645
Oxalobacteraceae,Burkholderiales,ERR414321,0.337734538
Suterellaceae,Burkholderiales,ERR414321,0.144544823
Bacteroidaceae,Bacteroidales,ERR414322,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414322,0.135062129
Prevotellaceae,Bacteroidales,ERR414322,0.212317666
Rikenellaceae,Bacteroidales,ERR414322,0.284981091
Clostridiaceae,Clostridiales,ERR414322,0.116928447
Lachnospiraceae,Clostridiales,ERR414322,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414322,0.366127024
Ruminococcaceae,Clostridiales,ERR414322,0.164257228
Bacteroidaceae,Bacteroidales,ERR414324,0.088551724
Porphyromonadaceae,Bacteroidales,ERR414324,0.116689655
Rikenellaceae,Bacteroidales,ERR414324,0.269793103
Clostridiaceae,Clostridiales,ERR414324,0.105781368
Lachnospiraceae,Clostridiales,ERR414324,0.075662043
Ruminococcaceae,Clostridiales,ERR414324,0.153710247
Bacteroidaceae,Bacteroidales,ERR414325,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414325,0.135062129
Prevotellaceae,Bacteroidales,ERR414325,0.212317666
Rikenellaceae,Bacteroidales,ERR414325,0.284981091
Clostridiaceae,Clostridiales,ERR414325,0.116928447
Lachnospiraceae,Clostridiales,ERR414325,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414325,0.366127024
Ruminococcaceae,Clostridiales,ERR414325,0.164257228
Lactobacillaceae,Lactobacillales,ERR414325,0.050366032
Streptococcaceae,Lactobacillales,ERR414325,0.140890451
Bacteroidaceae,Bacteroidales,ERR414326,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414326,0.135062129
Prevotellaceae,Bacteroidales,ERR414326,0.212317666
Rikenellaceae,Bacteroidales,ERR414326,0.284981091
Clostridiaceae,Clostridiales,ERR414326,0.116928447
Lachnospiraceae,Clostridiales,ERR414326,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414326,0.366127024
Ruminococcaceae,Clostridiales,ERR414326,0.164257228
Bacteroidaceae,Bacteroidales,ERR414329,0.088551724
Porphyromonadaceae,Bacteroidales,ERR414329,0.116689655
Rikenellaceae,Bacteroidales,ERR414329,0.269793103
Clostridiaceae,Clostridiales,ERR414329,0.105781368
Lachnospiraceae,Clostridiales,ERR414329,0.075662043
Ruminococcaceae,Clostridiales,ERR414329,0.153710247
Oxalobacteraceae,Burkholderiales,ERR414329,0.337734538
Suterellaceae,Burkholderiales,ERR414329,0.144544823
Bacteroidaceae,Bacteroidales,ERR414330,0.088551724
Porphyromonadaceae,Bacteroidales,ERR414330,0.116689655
Rikenellaceae,Bacteroidales,ERR414330,0.269793103
Clostridiaceae,Clostridiales,ERR414330,0.116928447
Lachnospiraceae,Clostridiales,ERR414330,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414330,0.366127024
Ruminococcaceae,Clostridiales,ERR414330,0.164257228
Lactobacillaceae,Lactobacillales,ERR414330,0.050366032
Streptococcaceae,Lactobacillales,ERR414330,0.140890451
Bacteroidaceae,Bacteroidales,ERR414331,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414331,0.135062129
Prevotellaceae,Bacteroidales,ERR414331,0.212317666
Rikenellaceae,Bacteroidales,ERR414331,0.284981091
Clostridiaceae,Clostridiales,ERR414331,0.105781368
Lachnospiraceae,Clostridiales,ERR414331,0.075662043
Ruminococcaceae,Clostridiales,ERR414331,0.153710247
Lactobacillaceae,Lactobacillales,ERR414331,0.050366032
Streptococcaceae,Lactobacillales,ERR414331,0.140890451
Bacteroidaceae,Bacteroidales,ERR414332,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414332,0.135062129
Prevotellaceae,Bacteroidales,ERR414332,0.212317666
Rikenellaceae,Bacteroidales,ERR414332,0.284981091
Clostridiaceae,Clostridiales,ERR414332,0.116928447
Lachnospiraceae,Clostridiales,ERR414332,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414332,0.366127024
Ruminococcaceae,Clostridiales,ERR414332,0.164257228
Lactobacillaceae,Lactobacillales,ERR414332,0.050366032
Streptococcaceae,Lactobacillales,ERR414332,0.140890451
Bacteroidaceae,Bacteroidales,ERR414333,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414333,0.135062129
Prevotellaceae,Bacteroidales,ERR414333,0.212317666
Rikenellaceae,Bacteroidales,ERR414333,0.284981091
Clostridiaceae,Clostridiales,ERR414333,0.116928447
Lachnospiraceae,Clostridiales,ERR414333,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414333,0.366127024
Ruminococcaceae,Clostridiales,ERR414333,0.164257228
Enterococcaceae,Lactobacillales,ERR414333,0.263339071
Lactobacillaceae,Lactobacillales,ERR414333,0.06997419
Streptococcaceae,Lactobacillales,ERR414333,0.158634538
Oxalobacteraceae,Burkholderiales,ERR414333,0.337734538
Suterellaceae,Burkholderiales,ERR414333,0.144544823
Bacteroidaceae,Bacteroidales,ERR414334,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414334,0.135062129
Prevotellaceae,Bacteroidales,ERR414334,0.212317666
Rikenellaceae,Bacteroidales,ERR414334,0.284981091
Clostridiaceae,Clostridiales,ERR414334,0.116928447
Lachnospiraceae,Clostridiales,ERR414334,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414334,0.366127024
Ruminococcaceae,Clostridiales,ERR414334,0.164257228
Lactobacillaceae,Lactobacillales,ERR414334,0.050366032
Streptococcaceae,Lactobacillales,ERR414334,0.140890451
Bacteroidaceae,Bacteroidales,ERR414335,0.088551724
Porphyromonadaceae,Bacteroidales,ERR414335,0.116689655
Rikenellaceae,Bacteroidales,ERR414335,0.269793103
Clostridiaceae,Clostridiales,ERR414335,0.105781368
Lachnospiraceae,Clostridiales,ERR414335,0.075662043
Ruminococcaceae,Clostridiales,ERR414335,0.153710247
Bacteroidaceae,Bacteroidales,ERR414336,0.088551724
Porphyromonadaceae,Bacteroidales,ERR414336,0.116689655
Rikenellaceae,Bacteroidales,ERR414336,0.269793103
Clostridiaceae,Clostridiales,ERR414336,0.116928447
Lachnospiraceae,Clostridiales,ERR414336,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414336,0.366127024
Ruminococcaceae,Clostridiales,ERR414336,0.164257228
Bacteroidaceae,Bacteroidales,ERR414337,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414337,0.135062129
Prevotellaceae,Bacteroidales,ERR414337,0.212317666
Rikenellaceae,Bacteroidales,ERR414337,0.284981091
Clostridiaceae,Clostridiales,ERR414337,0.116928447
Lachnospiraceae,Clostridiales,ERR414337,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414337,0.366127024
Ruminococcaceae,Clostridiales,ERR414337,0.164257228
Lactobacillaceae,Lactobacillales,ERR414337,0.050366032
Streptococcaceae,Lactobacillales,ERR414337,0.140890451
Bacteroidaceae,Bacteroidales,ERR414338,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414338,0.135062129
Prevotellaceae,Bacteroidales,ERR414338,0.212317666
Rikenellaceae,Bacteroidales,ERR414338,0.284981091
Clostridiaceae,Clostridiales,ERR414338,0.116928447
Lachnospiraceae,Clostridiales,ERR414338,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414338,0.366127024
Ruminococcaceae,Clostridiales,ERR414338,0.164257228
Lactobacillaceae,Lactobacillales,ERR414338,0.050366032
Streptococcaceae,Lactobacillales,ERR414338,0.140890451
Oxalobacteraceae,Burkholderiales,ERR414338,0.337734538
Suterellaceae,Burkholderiales,ERR414338,0.144544823
Bacteroidaceae,Bacteroidales,ERR414339,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414339,0.135062129
Prevotellaceae,Bacteroidales,ERR414339,0.212317666
Rikenellaceae,Bacteroidales,ERR414339,0.284981091
Clostridiaceae,Clostridiales,ERR414339,0.116928447
Lachnospiraceae,Clostridiales,ERR414339,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414339,0.366127024
Ruminococcaceae,Clostridiales,ERR414339,0.164257228
Bacteroidaceae,Bacteroidales,ERR414341,0.088551724
Porphyromonadaceae,Bacteroidales,ERR414341,0.116689655
Rikenellaceae,Bacteroidales,ERR414341,0.269793103
Clostridiaceae,Clostridiales,ERR414341,0.105781368
Lachnospiraceae,Clostridiales,ERR414341,0.075662043
Ruminococcaceae,Clostridiales,ERR414341,0.153710247
Lactobacillaceae,Lactobacillales,ERR414341,0.050366032
Streptococcaceae,Lactobacillales,ERR414341,0.140890451
Bacteroidaceae,Bacteroidales,ERR414343,0.088551724
Porphyromonadaceae,Bacteroidales,ERR414343,0.116689655
Rikenellaceae,Bacteroidales,ERR414343,0.269793103
Clostridiaceae,Clostridiales,ERR414343,0.116928447
Lachnospiraceae,Clostridiales,ERR414343,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414343,0.366127024
Ruminococcaceae,Clostridiales,ERR414343,0.164257228
Lactobacillaceae,Lactobacillales,ERR414343,0.050366032
Streptococcaceae,Lactobacillales,ERR414343,0.140890451
Oxalobacteraceae,Burkholderiales,ERR414343,0.337734538
Suterellaceae,Burkholderiales,ERR414343,0.144544823
Bacteroidaceae,Bacteroidales,ERR414344,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414344,0.135062129
Prevotellaceae,Bacteroidales,ERR414344,0.212317666
Rikenellaceae,Bacteroidales,ERR414344,0.284981091
Clostridiaceae,Clostridiales,ERR414344,0.116928447
Lachnospiraceae,Clostridiales,ERR414344,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414344,0.366127024
Ruminococcaceae,Clostridiales,ERR414344,0.164257228
Bacteroidaceae,Bacteroidales,ERR414345,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414345,0.135062129
Prevotellaceae,Bacteroidales,ERR414345,0.212317666
Rikenellaceae,Bacteroidales,ERR414345,0.284981091
Clostridiaceae,Clostridiales,ERR414345,0.116928447
Lachnospiraceae,Clostridiales,ERR414345,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414345,0.366127024
Ruminococcaceae,Clostridiales,ERR414345,0.164257228
Lactobacillaceae,Lactobacillales,ERR414345,0.050366032
Streptococcaceae,Lactobacillales,ERR414345,0.140890451
Actinomycetaceae,Actinomycetales,ERR414347,0.043979058
Micrococcaceae,Actinomycetales,ERR414347,0.418499127
Bacteroidaceae,Bacteroidales,ERR414347,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414347,0.135062129
Prevotellaceae,Bacteroidales,ERR414347,0.212317666
Rikenellaceae,Bacteroidales,ERR414347,0.284981091
Clostridiaceae,Clostridiales,ERR414347,0.116928447
Lachnospiraceae,Clostridiales,ERR414347,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414347,0.366127024
Ruminococcaceae,Clostridiales,ERR414347,0.164257228
Lactobacillaceae,Lactobacillales,ERR414347,0.050366032
Streptococcaceae,Lactobacillales,ERR414347,0.140890451
Bacteroidaceae,Bacteroidales,ERR414351,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414351,0.135062129
Prevotellaceae,Bacteroidales,ERR414351,0.212317666
Rikenellaceae,Bacteroidales,ERR414351,0.284981091
Clostridiaceae,Clostridiales,ERR414351,0.116928447
Lachnospiraceae,Clostridiales,ERR414351,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414351,0.366127024
Ruminococcaceae,Clostridiales,ERR414351,0.164257228
Enterococcaceae,Lactobacillales,ERR414351,0.263339071
Lactobacillaceae,Lactobacillales,ERR414351,0.06997419
Streptococcaceae,Lactobacillales,ERR414351,0.158634538
