family,order,sampleId,jacardDist
Lachnospiraceae,Clostridiales,ERR260275,0.075662043
Ruminococcaceae,Clostridiales,ERR260275,0.153710247
Lactobacillaceae,Lactobacillales,ERR260275,0.050366032
Streptococcaceae,Lactobacillales,ERR260275,0.140890451
Bacteroidaceae,Bacteroidales,ERR260276,0.088551724
Porphyromonadaceae,Bacteroidales,ERR260276,0.116689655
Rikenellaceae,Bacteroidales,ERR260276,0.269793103
Lachnospiraceae,Clostridiales,ERR260276,0.040324692
Ruminococcaceae,Clostridiales,ERR260276,0.121331237
Lactobacillaceae,Lactobacillales,ERR260276,0.050366032
Streptococcaceae,Lactobacillales,ERR260276,0.140890451
Bacteroidaceae,Bacteroidales,ERR275251,0.088551724
Porphyromonadaceae,Bacteroidales,ERR275251,0.116689655
Rikenellaceae,Bacteroidales,ERR275251,0.269793103
Clostridiaceae,Clostridiales,ERR275251,0.116928447
Lachnospiraceae,Clostridiales,ERR275251,0.087173101
Peptostreptococcaceae,Clostridiales,ERR275251,0.366127024
Ruminococcaceae,Clostridiales,ERR275251,0.164257228
Bacteroidaceae,Bacteroidales,ERR321108,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321108,0.116689655
Rikenellaceae,Bacteroidales,ERR321108,0.269793103
Clostridiaceae,Clostridiales,ERR321108,0.105781368
Lachnospiraceae,Clostridiales,ERR321108,0.075662043
Ruminococcaceae,Clostridiales,ERR321108,0.153710247
Bacteroidaceae,Bacteroidales,ERR321144,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321144,0.116689655
Rikenellaceae,Bacteroidales,ERR321144,0.269793103
Clostridiaceae,Clostridiales,ERR321144,0.105781368
Lachnospiraceae,Clostridiales,ERR321144,0.075662043
Ruminococcaceae,Clostridiales,ERR321144,0.153710247
Lactobacillaceae,Lactobacillales,ERR321144,0.050366032
Streptococcaceae,Lactobacillales,ERR321144,0.140890451
Bacteroidaceae,Bacteroidales,ERR321148,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321148,0.116689655
Rikenellaceae,Bacteroidales,ERR321148,0.269793103
Clostridiaceae,Clostridiales,ERR321148,0.105781368
Lachnospiraceae,Clostridiales,ERR321148,0.075662043
Ruminococcaceae,Clostridiales,ERR321148,0.153710247
Bacteroidaceae,Bacteroidales,ERR321150,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321150,0.116689655
Rikenellaceae,Bacteroidales,ERR321150,0.269793103
Clostridiaceae,Clostridiales,ERR321150,0.105781368
Lachnospiraceae,Clostridiales,ERR321150,0.075662043
Ruminococcaceae,Clostridiales,ERR321150,0.153710247
Bacteroidaceae,Bacteroidales,ERR321168,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321168,0.116689655
Rikenellaceae,Bacteroidales,ERR321168,0.269793103
Lachnospiraceae,Clostridiales,ERR321168,0.040324692
Ruminococcaceae,Clostridiales,ERR321168,0.121331237
Bacteroidaceae,Bacteroidales,ERR321172,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321172,0.116689655
Rikenellaceae,Bacteroidales,ERR321172,0.269793103
Lachnospiraceae,Clostridiales,ERR321172,0.040324692
Ruminococcaceae,Clostridiales,ERR321172,0.121331237
Bacteroidaceae,Bacteroidales,ERR321182,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321182,0.135062129
Prevotellaceae,Bacteroidales,ERR321182,0.212317666
Rikenellaceae,Bacteroidales,ERR321182,0.284981091
Clostridiaceae,Clostridiales,ERR321182,0.116928447
Lachnospiraceae,Clostridiales,ERR321182,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321182,0.366127024
Ruminococcaceae,Clostridiales,ERR321182,0.164257228
Bacteroidaceae,Bacteroidales,ERR321188,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321188,0.116689655
Rikenellaceae,Bacteroidales,ERR321188,0.269793103
Lachnospiraceae,Clostridiales,ERR321188,0.040324692
Ruminococcaceae,Clostridiales,ERR321188,0.121331237
Bacteroidaceae,Bacteroidales,ERR321190,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321190,0.116689655
Rikenellaceae,Bacteroidales,ERR321190,0.269793103
Clostridiaceae,Clostridiales,ERR321190,0.105781368
Lachnospiraceae,Clostridiales,ERR321190,0.075662043
Ruminococcaceae,Clostridiales,ERR321190,0.153710247
Bacteroidaceae,Bacteroidales,ERR321202,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321202,0.135062129
Prevotellaceae,Bacteroidales,ERR321202,0.212317666
Rikenellaceae,Bacteroidales,ERR321202,0.284981091
Clostridiaceae,Clostridiales,ERR321202,0.105781368
Lachnospiraceae,Clostridiales,ERR321202,0.075662043
Ruminococcaceae,Clostridiales,ERR321202,0.153710247
Bacteroidaceae,Bacteroidales,ERR321204,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321204,0.135062129
Prevotellaceae,Bacteroidales,ERR321204,0.212317666
Rikenellaceae,Bacteroidales,ERR321204,0.284981091
Clostridiaceae,Clostridiales,ERR321204,0.116928447
Lachnospiraceae,Clostridiales,ERR321204,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321204,0.366127024
Ruminococcaceae,Clostridiales,ERR321204,0.164257228
Bacteroidaceae,Bacteroidales,ERR321208,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321208,0.116689655
Rikenellaceae,Bacteroidales,ERR321208,0.269793103
Clostridiaceae,Clostridiales,ERR321208,0.105781368
Lachnospiraceae,Clostridiales,ERR321208,0.075662043
Ruminococcaceae,Clostridiales,ERR321208,0.153710247
Bacteroidaceae,Bacteroidales,ERR321221,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321221,0.116689655
Rikenellaceae,Bacteroidales,ERR321221,0.269793103
Clostridiaceae,Clostridiales,ERR321221,0.105781368
Lachnospiraceae,Clostridiales,ERR321221,0.075662043
Ruminococcaceae,Clostridiales,ERR321221,0.153710247
Lactobacillaceae,Lactobacillales,ERR321221,0.050366032
Streptococcaceae,Lactobacillales,ERR321221,0.140890451
Bacteroidaceae,Bacteroidales,ERR321229,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321229,0.135062129
Prevotellaceae,Bacteroidales,ERR321229,0.212317666
Rikenellaceae,Bacteroidales,ERR321229,0.284981091
Clostridiaceae,Clostridiales,ERR321229,0.116928447
Lachnospiraceae,Clostridiales,ERR321229,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321229,0.366127024
Ruminococcaceae,Clostridiales,ERR321229,0.164257228
Bacteroidaceae,Bacteroidales,ERR321239,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321239,0.116689655
Rikenellaceae,Bacteroidales,ERR321239,0.269793103
Clostridiaceae,Clostridiales,ERR321239,0.105781368
Lachnospiraceae,Clostridiales,ERR321239,0.075662043
Ruminococcaceae,Clostridiales,ERR321239,0.153710247
Bacteroidaceae,Bacteroidales,ERR321243,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321243,0.116689655
Rikenellaceae,Bacteroidales,ERR321243,0.269793103
Clostridiaceae,Clostridiales,ERR321243,0.105781368
Lachnospiraceae,Clostridiales,ERR321243,0.075662043
Ruminococcaceae,Clostridiales,ERR321243,0.153710247
Bacteroidaceae,Bacteroidales,ERR321247,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321247,0.116689655
Rikenellaceae,Bacteroidales,ERR321247,0.269793103
Clostridiaceae,Clostridiales,ERR321247,0.105781368
Lachnospiraceae,Clostridiales,ERR321247,0.075662043
Ruminococcaceae,Clostridiales,ERR321247,0.153710247
Bacteroidaceae,Bacteroidales,ERR321251,0.074768972
Porphyromonadaceae,Bacteroidales,ERR321251,0.1033324
Clostridiaceae,Clostridiales,ERR321251,0.105781368
Lachnospiraceae,Clostridiales,ERR321251,0.075662043
Ruminococcaceae,Clostridiales,ERR321251,0.153710247
Bacteroidaceae,Bacteroidales,ERR321252,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321252,0.116689655
Rikenellaceae,Bacteroidales,ERR321252,0.269793103
Clostridiaceae,Clostridiales,ERR321252,0.116928447
Lachnospiraceae,Clostridiales,ERR321252,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321252,0.366127024
Ruminococcaceae,Clostridiales,ERR321252,0.164257228
Bacteroidaceae,Bacteroidales,ERR321292,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321292,0.135062129
Prevotellaceae,Bacteroidales,ERR321292,0.212317666
Rikenellaceae,Bacteroidales,ERR321292,0.284981091
Clostridiaceae,Clostridiales,ERR321292,0.116928447
Lachnospiraceae,Clostridiales,ERR321292,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321292,0.366127024
Ruminococcaceae,Clostridiales,ERR321292,0.164257228
Lactobacillaceae,Lactobacillales,ERR321292,0.050366032
Streptococcaceae,Lactobacillales,ERR321292,0.140890451
Bacteroidaceae,Bacteroidales,ERR321316,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321316,0.116689655
Rikenellaceae,Bacteroidales,ERR321316,0.269793103
Clostridiaceae,Clostridiales,ERR321316,0.105781368
Lachnospiraceae,Clostridiales,ERR321316,0.075662043
Ruminococcaceae,Clostridiales,ERR321316,0.153710247
Bacteroidaceae,Bacteroidales,ERR321358,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321358,0.116689655
Rikenellaceae,Bacteroidales,ERR321358,0.269793103
Clostridiaceae,Clostridiales,ERR321358,0.105781368
Lachnospiraceae,Clostridiales,ERR321358,0.075662043
Ruminococcaceae,Clostridiales,ERR321358,0.153710247
Bacteroidaceae,Bacteroidales,ERR321376,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321376,0.116689655
Rikenellaceae,Bacteroidales,ERR321376,0.269793103
Clostridiaceae,Clostridiales,ERR321376,0.105781368
Lachnospiraceae,Clostridiales,ERR321376,0.075662043
Ruminococcaceae,Clostridiales,ERR321376,0.153710247
Bacteroidaceae,Bacteroidales,ERR321393,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321393,0.135062129
Prevotellaceae,Bacteroidales,ERR321393,0.212317666
Rikenellaceae,Bacteroidales,ERR321393,0.284981091
Clostridiaceae,Clostridiales,ERR321393,0.105781368
Lachnospiraceae,Clostridiales,ERR321393,0.075662043
Ruminococcaceae,Clostridiales,ERR321393,0.153710247
Bacteroidaceae,Bacteroidales,ERR321397,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321397,0.135062129
Prevotellaceae,Bacteroidales,ERR321397,0.212317666
Rikenellaceae,Bacteroidales,ERR321397,0.284981091
Clostridiaceae,Clostridiales,ERR321397,0.116928447
Lachnospiraceae,Clostridiales,ERR321397,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321397,0.366127024
Ruminococcaceae,Clostridiales,ERR321397,0.164257228
Bacteroidaceae,Bacteroidales,ERR321428,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321428,0.116689655
Rikenellaceae,Bacteroidales,ERR321428,0.269793103
Clostridiaceae,Clostridiales,ERR321428,0.105781368
Lachnospiraceae,Clostridiales,ERR321428,0.075662043
Ruminococcaceae,Clostridiales,ERR321428,0.153710247
Bacteroidaceae,Bacteroidales,ERR321432,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321432,0.116689655
Rikenellaceae,Bacteroidales,ERR321432,0.269793103
Clostridiaceae,Clostridiales,ERR321432,0.105781368
Lachnospiraceae,Clostridiales,ERR321432,0.075662043
Ruminococcaceae,Clostridiales,ERR321432,0.153710247
Bacteroidaceae,Bacteroidales,ERR321441,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321441,0.135062129
Prevotellaceae,Bacteroidales,ERR321441,0.212317666
Rikenellaceae,Bacteroidales,ERR321441,0.284981091
Clostridiaceae,Clostridiales,ERR321441,0.116928447
Lachnospiraceae,Clostridiales,ERR321441,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321441,0.366127024
Ruminococcaceae,Clostridiales,ERR321441,0.164257228
Oxalobacteraceae,Burkholderiales,ERR321441,0.337734538
Suterellaceae,Burkholderiales,ERR321441,0.144544823
Bacteroidaceae,Bacteroidales,ERR321453,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321453,0.116689655
Rikenellaceae,Bacteroidales,ERR321453,0.269793103
Clostridiaceae,Clostridiales,ERR321453,0.105781368
Lachnospiraceae,Clostridiales,ERR321453,0.075662043
Ruminococcaceae,Clostridiales,ERR321453,0.153710247
Bacteroidaceae,Bacteroidales,ERR321480,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321480,0.135062129
Prevotellaceae,Bacteroidales,ERR321480,0.212317666
Rikenellaceae,Bacteroidales,ERR321480,0.284981091
Clostridiaceae,Clostridiales,ERR321480,0.116928447
Lachnospiraceae,Clostridiales,ERR321480,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321480,0.366127024
Ruminococcaceae,Clostridiales,ERR321480,0.164257228
Bacteroidaceae,Bacteroidales,ERR321487,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321487,0.116689655
Rikenellaceae,Bacteroidales,ERR321487,0.269793103
Clostridiaceae,Clostridiales,ERR321487,0.105781368
Lachnospiraceae,Clostridiales,ERR321487,0.075662043
Ruminococcaceae,Clostridiales,ERR321487,0.153710247
Bacteroidaceae,Bacteroidales,ERR321493,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321493,0.135062129
Prevotellaceae,Bacteroidales,ERR321493,0.212317666
Rikenellaceae,Bacteroidales,ERR321493,0.284981091
Clostridiaceae,Clostridiales,ERR321493,0.105781368
Lachnospiraceae,Clostridiales,ERR321493,0.075662043
Ruminococcaceae,Clostridiales,ERR321493,0.153710247
Lactobacillaceae,Lactobacillales,ERR321493,0.050366032
Streptococcaceae,Lactobacillales,ERR321493,0.140890451
Bacteroidaceae,Bacteroidales,ERR321509,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321509,0.116689655
Rikenellaceae,Bacteroidales,ERR321509,0.269793103
Clostridiaceae,Clostridiales,ERR321509,0.105781368
Lachnospiraceae,Clostridiales,ERR321509,0.075662043
Ruminococcaceae,Clostridiales,ERR321509,0.153710247
Bacteroidaceae,Bacteroidales,ERR321515,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321515,0.116689655
Rikenellaceae,Bacteroidales,ERR321515,0.269793103
Clostridiaceae,Clostridiales,ERR321515,0.105781368
Lachnospiraceae,Clostridiales,ERR321515,0.075662043
Ruminococcaceae,Clostridiales,ERR321515,0.153710247
Bacteroidaceae,Bacteroidales,ERR321519,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321519,0.116689655
Rikenellaceae,Bacteroidales,ERR321519,0.269793103
Clostridiaceae,Clostridiales,ERR321519,0.105781368
Lachnospiraceae,Clostridiales,ERR321519,0.075662043
Ruminococcaceae,Clostridiales,ERR321519,0.153710247
Bacteroidaceae,Bacteroidales,ERR321528,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321528,0.116689655
Rikenellaceae,Bacteroidales,ERR321528,0.269793103
Clostridiaceae,Clostridiales,ERR321528,0.105781368
Lachnospiraceae,Clostridiales,ERR321528,0.075662043
Ruminococcaceae,Clostridiales,ERR321528,0.153710247
Bacteroidaceae,Bacteroidales,ERR321537,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321537,0.135062129
Prevotellaceae,Bacteroidales,ERR321537,0.212317666
Rikenellaceae,Bacteroidales,ERR321537,0.284981091
Clostridiaceae,Clostridiales,ERR321537,0.105781368
Lachnospiraceae,Clostridiales,ERR321537,0.075662043
Ruminococcaceae,Clostridiales,ERR321537,0.153710247
Lactobacillaceae,Lactobacillales,ERR321537,0.050366032
Streptococcaceae,Lactobacillales,ERR321537,0.140890451
Bacteroidaceae,Bacteroidales,ERR321548,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321548,0.135062129
Prevotellaceae,Bacteroidales,ERR321548,0.212317666
Rikenellaceae,Bacteroidales,ERR321548,0.284981091
Clostridiaceae,Clostridiales,ERR321548,0.105781368
Lachnospiraceae,Clostridiales,ERR321548,0.075662043
Ruminococcaceae,Clostridiales,ERR321548,0.153710247
Lactobacillaceae,Lactobacillales,ERR321548,0.050366032
Streptococcaceae,Lactobacillales,ERR321548,0.140890451
Actinomycetaceae,Actinomycetales,ERR321553,0.043979058
Micrococcaceae,Actinomycetales,ERR321553,0.418499127
Bacteroidaceae,Bacteroidales,ERR321553,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321553,0.135062129
Prevotellaceae,Bacteroidales,ERR321553,0.212317666
Rikenellaceae,Bacteroidales,ERR321553,0.284981091
Clostridiaceae,Clostridiales,ERR321553,0.116928447
Lachnospiraceae,Clostridiales,ERR321553,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321553,0.366127024
Ruminococcaceae,Clostridiales,ERR321553,0.164257228
Lactobacillaceae,Lactobacillales,ERR321553,0.050366032
Streptococcaceae,Lactobacillales,ERR321553,0.140890451
Oxalobacteraceae,Burkholderiales,ERR321553,0.337734538
Suterellaceae,Burkholderiales,ERR321553,0.144544823
Bacteroidaceae,Bacteroidales,ERR321560,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321560,0.135062129
Prevotellaceae,Bacteroidales,ERR321560,0.212317666
Rikenellaceae,Bacteroidales,ERR321560,0.284981091
Clostridiaceae,Clostridiales,ERR321560,0.116928447
Lachnospiraceae,Clostridiales,ERR321560,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321560,0.366127024
Ruminococcaceae,Clostridiales,ERR321560,0.164257228
Lactobacillaceae,Lactobacillales,ERR321560,0.050366032
Streptococcaceae,Lactobacillales,ERR321560,0.140890451
Bacteroidaceae,Bacteroidales,ERR321562,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321562,0.116689655
Rikenellaceae,Bacteroidales,ERR321562,0.269793103
Clostridiaceae,Clostridiales,ERR321562,0.105781368
Lachnospiraceae,Clostridiales,ERR321562,0.075662043
Ruminococcaceae,Clostridiales,ERR321562,0.153710247
Bacteroidaceae,Bacteroidales,ERR321567,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321567,0.116689655
Rikenellaceae,Bacteroidales,ERR321567,0.269793103
Clostridiaceae,Clostridiales,ERR321567,0.105781368
Lachnospiraceae,Clostridiales,ERR321567,0.075662043
Ruminococcaceae,Clostridiales,ERR321567,0.153710247
Bacteroidaceae,Bacteroidales,ERR321568,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321568,0.135062129
Prevotellaceae,Bacteroidales,ERR321568,0.212317666
Rikenellaceae,Bacteroidales,ERR321568,0.284981091
Clostridiaceae,Clostridiales,ERR321568,0.116928447
Lachnospiraceae,Clostridiales,ERR321568,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321568,0.366127024
Ruminococcaceae,Clostridiales,ERR321568,0.164257228
Lactobacillaceae,Lactobacillales,ERR321568,0.050366032
Streptococcaceae,Lactobacillales,ERR321568,0.140890451
Bacteroidaceae,Bacteroidales,ERR321578,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321578,0.135062129
Prevotellaceae,Bacteroidales,ERR321578,0.212317666
Rikenellaceae,Bacteroidales,ERR321578,0.284981091
Clostridiaceae,Clostridiales,ERR321578,0.116928447
Lachnospiraceae,Clostridiales,ERR321578,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321578,0.366127024
Ruminococcaceae,Clostridiales,ERR321578,0.164257228
Lactobacillaceae,Lactobacillales,ERR321578,0.050366032
Streptococcaceae,Lactobacillales,ERR321578,0.140890451
Bacteroidaceae,Bacteroidales,ERR321584,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321584,0.135062129
Prevotellaceae,Bacteroidales,ERR321584,0.212317666
Rikenellaceae,Bacteroidales,ERR321584,0.284981091
Clostridiaceae,Clostridiales,ERR321584,0.116928447
Lachnospiraceae,Clostridiales,ERR321584,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321584,0.366127024
Ruminococcaceae,Clostridiales,ERR321584,0.164257228
Lactobacillaceae,Lactobacillales,ERR321584,0.050366032
Streptococcaceae,Lactobacillales,ERR321584,0.140890451
Oxalobacteraceae,Burkholderiales,ERR321584,0.337734538
Suterellaceae,Burkholderiales,ERR321584,0.144544823
Actinomycetaceae,Actinomycetales,ERR321587,0.043979058
Micrococcaceae,Actinomycetales,ERR321587,0.418499127
Bacteroidaceae,Bacteroidales,ERR321587,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321587,0.135062129
Prevotellaceae,Bacteroidales,ERR321587,0.212317666
Rikenellaceae,Bacteroidales,ERR321587,0.284981091
Clostridiaceae,Clostridiales,ERR321587,0.116928447
Lachnospiraceae,Clostridiales,ERR321587,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321587,0.366127024
Ruminococcaceae,Clostridiales,ERR321587,0.164257228
Lactobacillaceae,Lactobacillales,ERR321587,0.050366032
Streptococcaceae,Lactobacillales,ERR321587,0.140890451
Bacteroidaceae,Bacteroidales,ERR321589,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321589,0.135062129
Prevotellaceae,Bacteroidales,ERR321589,0.212317666
Rikenellaceae,Bacteroidales,ERR321589,0.284981091
Clostridiaceae,Clostridiales,ERR321589,0.116928447
Lachnospiraceae,Clostridiales,ERR321589,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321589,0.366127024
Ruminococcaceae,Clostridiales,ERR321589,0.164257228
Lactobacillaceae,Lactobacillales,ERR321589,0.050366032
Streptococcaceae,Lactobacillales,ERR321589,0.140890451
Bacteroidaceae,Bacteroidales,ERR321590,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321590,0.116689655
Rikenellaceae,Bacteroidales,ERR321590,0.269793103
Clostridiaceae,Clostridiales,ERR321590,0.116928447
Lachnospiraceae,Clostridiales,ERR321590,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321590,0.366127024
Ruminococcaceae,Clostridiales,ERR321590,0.164257228
Bacteroidaceae,Bacteroidales,ERR321592,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321592,0.135062129
Prevotellaceae,Bacteroidales,ERR321592,0.212317666
Rikenellaceae,Bacteroidales,ERR321592,0.284981091
Clostridiaceae,Clostridiales,ERR321592,0.116928447
Lachnospiraceae,Clostridiales,ERR321592,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321592,0.366127024
Ruminococcaceae,Clostridiales,ERR321592,0.164257228
Bacteroidaceae,Bacteroidales,ERR321602,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321602,0.135062129
Prevotellaceae,Bacteroidales,ERR321602,0.212317666
Rikenellaceae,Bacteroidales,ERR321602,0.284981091
Clostridiaceae,Clostridiales,ERR321602,0.116928447
Lachnospiraceae,Clostridiales,ERR321602,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321602,0.366127024
Ruminococcaceae,Clostridiales,ERR321602,0.164257228
Bacteroidaceae,Bacteroidales,ERR321606,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321606,0.135062129
Prevotellaceae,Bacteroidales,ERR321606,0.212317666
Rikenellaceae,Bacteroidales,ERR321606,0.284981091
Clostridiaceae,Clostridiales,ERR321606,0.116928447
Lachnospiraceae,Clostridiales,ERR321606,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321606,0.366127024
Ruminococcaceae,Clostridiales,ERR321606,0.164257228
Lactobacillaceae,Lactobacillales,ERR321606,0.050366032
Streptococcaceae,Lactobacillales,ERR321606,0.140890451
Bacteroidaceae,Bacteroidales,ERR321608,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321608,0.116689655
Rikenellaceae,Bacteroidales,ERR321608,0.269793103
Clostridiaceae,Clostridiales,ERR321608,0.116928447
Lachnospiraceae,Clostridiales,ERR321608,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321608,0.366127024
Ruminococcaceae,Clostridiales,ERR321608,0.164257228
Bacteroidaceae,Bacteroidales,ERR321612,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321612,0.135062129
Prevotellaceae,Bacteroidales,ERR321612,0.212317666
Rikenellaceae,Bacteroidales,ERR321612,0.284981091
Clostridiaceae,Clostridiales,ERR321612,0.105781368
Lachnospiraceae,Clostridiales,ERR321612,0.075662043
Ruminococcaceae,Clostridiales,ERR321612,0.153710247
Enterococcaceae,Lactobacillales,ERR321612,0.181122449
Streptococcaceae,Lactobacillales,ERR321612,0.064732143
Bacteroidaceae,Bacteroidales,ERR321614,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321614,0.135062129
Prevotellaceae,Bacteroidales,ERR321614,0.212317666
Rikenellaceae,Bacteroidales,ERR321614,0.284981091
Clostridiaceae,Clostridiales,ERR321614,0.116928447
Lachnospiraceae,Clostridiales,ERR321614,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321614,0.366127024
Ruminococcaceae,Clostridiales,ERR321614,0.164257228
Bacteroidaceae,Bacteroidales,ERR321616,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321616,0.135062129
Prevotellaceae,Bacteroidales,ERR321616,0.212317666
Rikenellaceae,Bacteroidales,ERR321616,0.284981091
Clostridiaceae,Clostridiales,ERR321616,0.116928447
Lachnospiraceae,Clostridiales,ERR321616,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321616,0.366127024
Ruminococcaceae,Clostridiales,ERR321616,0.164257228
Actinomycetaceae,Actinomycetales,ERR321619,0.043979058
Micrococcaceae,Actinomycetales,ERR321619,0.418499127
Bacteroidaceae,Bacteroidales,ERR321619,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321619,0.135062129
Prevotellaceae,Bacteroidales,ERR321619,0.212317666
Rikenellaceae,Bacteroidales,ERR321619,0.284981091
Clostridiaceae,Clostridiales,ERR321619,0.116928447
Lachnospiraceae,Clostridiales,ERR321619,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321619,0.366127024
Ruminococcaceae,Clostridiales,ERR321619,0.164257228
Comamonadaceae,Burkholderiales,ERR321619,0.103536648
Oxalobacteraceae,Burkholderiales,ERR321619,0.511532547
Suterellaceae,Burkholderiales,ERR321619,0.369041517
Lactobacillaceae,Lactobacillales,ERR321619,0.050366032
Streptococcaceae,Lactobacillales,ERR321619,0.140890451
Bacteroidaceae,Bacteroidales,ERR321627,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321627,0.135062129
Prevotellaceae,Bacteroidales,ERR321627,0.212317666
Rikenellaceae,Bacteroidales,ERR321627,0.284981091
Clostridiaceae,Clostridiales,ERR321627,0.116928447
Lachnospiraceae,Clostridiales,ERR321627,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321627,0.366127024
Ruminococcaceae,Clostridiales,ERR321627,0.164257228
Bacteroidaceae,Bacteroidales,ERR321628,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321628,0.135062129
Prevotellaceae,Bacteroidales,ERR321628,0.212317666
Rikenellaceae,Bacteroidales,ERR321628,0.284981091
Clostridiaceae,Clostridiales,ERR321628,0.116928447
Lachnospiraceae,Clostridiales,ERR321628,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321628,0.366127024
Ruminococcaceae,Clostridiales,ERR321628,0.164257228
Lactobacillaceae,Lactobacillales,ERR321628,0.050366032
Streptococcaceae,Lactobacillales,ERR321628,0.140890451
Oxalobacteraceae,Burkholderiales,ERR321628,0.337734538
Suterellaceae,Burkholderiales,ERR321628,0.144544823
Bacteroidaceae,Bacteroidales,ERR321631,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321631,0.135062129
Prevotellaceae,Bacteroidales,ERR321631,0.212317666
Rikenellaceae,Bacteroidales,ERR321631,0.284981091
Clostridiaceae,Clostridiales,ERR321631,0.116928447
Lachnospiraceae,Clostridiales,ERR321631,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321631,0.366127024
Ruminococcaceae,Clostridiales,ERR321631,0.164257228
Enterococcaceae,Lactobacillales,ERR321631,0.263339071
